"rid", "binaryID"
20322,10000000000000000101000010000100000100
21140,10000000000000000101000010000100000110
20340,10000000000000000101001000000000100000
21106,10000000000000000101001000000000100001
20518,10000000000000000101001000000000110000
21084,10000000000000000101001000000000110010
20553,10000000000000000101001000001000000000
21094,10000000000000000101001000001000000001
21105,10000000000000000101001000001000000010
21137,10000000000000000101001000001000000011
21566,100000000000000001000000000000000000000
21567,100000000000000001000000000000000000001
18873,100000000000000001000000000000000000100
19834,100000000000000001000000000000000000101
19847,100000000000000001000000000000001000000
21578,100000000000000001000000000000001000010
19867,100000000000000001000000000001000000000
20612,100000000000000001000000000001000001000
21908,100000000000000001000000000001000001001
22068,100000000000000001000000000001000001010
22069,100000000000000001000000000001000001011
19924,100000000000000001010000000000000000000
22092,100000000000000001010000000000000000001
19941,100000000000000001010000100000000000000
22623,100000000000000001010000100000000000001
22109,100000000000000001010000100000000000010
20299,100000000000000001010000100000000010000
21149,100000000000000001010000100000000010001
20323,100000000000000001010000100001000001000
21134,100000000000000001010000100001000001001
20341,100000000000000001010010000000001000000
21085,100000000000000001010010000000001000010
20519,100000000000000001010010000000001100000
20528,100000000000000001010010000000001100001
20554,100000000000000001010010000010000000000
21082,100000000000000001010010000010000000001
25158,100000000000000001010010000010000000010
21102,100000000000000001010010000010000000100
21129,100000000000000001010010000010000000101
18874,1000000000000000010000000000000000001000
19835,1000000000000000010000000000000000001010
21570,1000000000000000010000000000000000001011
19848,1000000000000000010000000000000010000000
19868,1000000000000000010000000000010000000000
20613,1000000000000000010000000000010000010000
22083,1000000000000000010000000000010000010001
22743,1000000000000000010000000000010000010010
21905,1000000000000000010000000000010000010110
21907,1000000000000000010000000000010000010111
19925,1000000000000000010100000000000000000000
22091,1000000000000000010100000000000000000001
22093,1000000000000000010100000000000000000010
22094,1000000000000000010100000000000000000011
19942,1000000000000000010100001000000000000000
22622,1000000000000000010100001000000000000001
22110,1000000000000000010100001000000000000010
22106,1000000000000000010100001000000000000100
20300,1000000000000000010100001000000000100000
21142,1000000000000000010100001000000000100001
25148,1000000000000000010100001000010000010000
21133,1000000000000000010100001000010000010010
21141,1000000000000000010100001000010000010011
20342,1000000000000000010100100000000010000000
20461,1000000000000000010100100000000010000001
21079,1000000000000000010100100000000010000100
21080,1000000000000000010100100000000010000101
20520,1000000000000000010100100000000011000000
20529,1000000000000000010100100000000011000010
21097,1000000000000000010100100000000011000011
20555,1000000000000000010100100000100000000000
18911,1000000000000000010100100000100000000010
21091,1000000000000000010100100000100000000100
21092,1000000000000000010100100000100000000101
19831,10000000000000000100000000000000000010000
21579,10000000000000000100000000000000000010001
19836,10000000000000000100000000000000000010100
19849,10000000000000000100000000000000100000000
19869,10000000000000000100000000000100000000000
22067,10000000000000000100000000000100000000001
20614,10000000000000000100000000000100000100000
21948,10000000000000000100000000000100000100001
21564,10000000000000000100000000000100000100010
22081,10000000000000000100000000000100000100100
22084,10000000000000000100000000000100000100101
21909,10000000000000000100000000000100000101110
22079,10000000000000000100000000000100000101111
19926,10000000000000000101000000000000000000000
21900,10000000000000000101000000000000000000110
18891,10000000000000000101000010000000000000000
19943,10000000000000000101000010000000000000001
22100,10000000000000000101000010000000000000010
22104,10000000000000000101000010000000000000100
22107,10000000000000000101000010000000000001000
20301,10000000000000000101000010000000001000000
20309,10000000000000000101000010000000001000001
21138,10000000000000000101000010000000001000010
20324,10000000000000000101000010000100000100000
21124,10000000000000000101000010000100000100001
20343,10000000000000000101001000000000100000000
21283,10000000000000000101001000000000100000001
20462,10000000000000000101001000000000100000010
20521,10000000000000000101001000000000110000000
21288,10000000000000000101001000000000110000001
20530,10000000000000000101001000000000110000100
18909,10000000000000000101001000001000000000000
20556,10000000000000000101001000001000000000001
18912,10000000000000000101001000001000000001010
19832,100000000000000001000000000000000000100000
21544,100000000000000001000000000000000000100001
21587,100000000000000001000000000000000000100010
21589,100000000000000001000000000000000000100011
19837,100000000000000001000000000000000000101000
22717,100000000000000001000000000000000000101001
19850,100000000000000001000000000000001000000000
19870,100000000000000001000000000001000000000000
22072,100000000000000001000000000001000000000001
22066,100000000000000001000000000001000000000010
20615,100000000000000001000000000001000001000000
21947,100000000000000001000000000001000001000001
21944,100000000000000001000000000001000001000010
21946,100000000000000001000000000001000001000011
22082,100000000000000001000000000001000001001000
21873,100000000000000001000000000001000001011100
19927,100000000000000001010000000000000000000000
22125,100000000000000001010000000000000000000001
21902,100000000000000001010000000000000000001100
18892,100000000000000001010000100000000000000000
19944,100000000000000001010000100000000000000010
22621,100000000000000001010000100000000000000011
20302,100000000000000001010000100000000010000000
20310,100000000000000001010000100000000010000010
21130,100000000000000001010000100000000010000011
20325,100000000000000001010000100001000001000000
21128,100000000000000001010000100001000001000001
20344,100000000000000001010010000000001000000000
21282,100000000000000001010010000000001000000010
20463,100000000000000001010010000000001000000100
20497,100000000000000001010010000000001000000101
20522,100000000000000001010010000000001100000000
20531,100000000000000001010010000000001100001000
21064,100000000000000001010010000000001100001001
18910,100000000000000001010010000010000000000000
20557,100000000000000001010010000010000000000010
21070,100000000000000001010010000010000000000011
19833,1000000000000000010000000000000000001000000
21592,1000000000000000010000000000000000001000100
19838,1000000000000000010000000000000000001010000
21581,1000000000000000010000000000000000001010001
21582,1000000000000000010000000000000000001010010
22716,1000000000000000010000000000000000001010011
19851,1000000000000000010000000000000010000000000
19871,1000000000000000010000000000010000000000000
22064,1000000000000000010000000000010000000000100
22065,1000000000000000010000000000010000000000101
20616,1000000000000000010000000000010000010000000
21583,1000000000000000010000000000010000010000001
21574,1000000000000000010000000000010000010000010
21575,1000000000000000010000000000010000010000011
21945,1000000000000000010000000000010000010000100
22085,1000000000000000010000000000010000010000101
22080,1000000000000000010000000000010000010010000
21710,1000000000000000010000000000010000010111000
21874,1000000000000000010000000000010000010111001
22120,1000000000000000010100000000000000000000010
22136,1000000000000000010100000000000000000000011
18893,1000000000000000010100001000000000000000000
19945,1000000000000000010100001000000000000000100
21979,1000000000000000010100001000000000000000101
22101,1000000000000000010100001000000000000000110
20303,1000000000000000010100001000000000100000000
21152,1000000000000000010100001000000000100000001
20311,1000000000000000010100001000000000100000100
21118,1000000000000000010100001000000000100000110
21119,1000000000000000010100001000000000100000111
20345,1000000000000000010100100000000010000000000
18900,1000000000000000010100100000000010000001000
20464,1000000000000000010100100000000010000001001
20498,1000000000000000010100100000000010000001010
21074,1000000000000000010100100000000010000001011
20523,1000000000000000010100100000000011000000000
21067,1000000000000000010100100000000011000000001
20532,1000000000000000010100100000000011000010000
21053,1000000000000000010100100000000011000010001
21089,1000000000000000010100100000100000000000000
21190,1000000000000000010100100000100000000000001
20558,1000000000000000010100100000100000000000100
20562,1000000000000000010100100000100000000000101
25140,10000000000000000100000000000000000010100000
21545,10000000000000000100000000000000000010100100
21551,10000000000000000100000000000000000010100101
22714,10000000000000000100000000000000000010100110
19852,10000000000000000100000000000000100000000000
19872,10000000000000000100000000000100000000000000
20617,10000000000000000100000000000100000100000000
21577,10000000000000000100000000000100000100000100
21580,10000000000000000100000000000100000100000110
21602,10000000000000000100000000000100000100001000
21599,10000000000000000100000000000100000100001010
21706,10000000000000000100000000000100000101110000
18921,10000000000000000100000000000100000101110010
18894,10000000000000000101000010000000000000000000
22105,10000000000000000101000010000000000000000001
19946,10000000000000000101000010000000000000001000
21181,10000000000000000101000010000000000000001010
21172,10000000000000000101000010000000000000001100
22098,10000000000000000101000010000000000000001101
20304,10000000000000000101000010000000001000000000
20312,10000000000000000101000010000000001000001000
21117,10000000000000000101000010000000001000001100
20346,10000000000000000101001000000000100000000000
21060,10000000000000000101001000000000100000010000
21061,10000000000000000101001000000000100000010001
20465,10000000000000000101001000000000100000010010
21032,10000000000000000101001000000000100000010011
20499,10000000000000000101001000000000100000010100
21055,10000000000000000101001000000000100000010101
20524,10000000000000000101001000000000110000000000
21047,10000000000000000101001000000000110000000001
20533,10000000000000000101001000000000110000100000
21051,10000000000000000101001000000000110000100001
21296,10000000000000000101001000001000000000000010
20559,10000000000000000101001000001000000000001000
21037,10000000000000000101001000001000000000001001
20563,10000000000000000101001000001000000000001010
21075,10000000000000000101001000001000000000001011
19839,100000000000000001000000000000000000101000000
21593,100000000000000001000000000000000000101000001
21572,100000000000000001000000000000000000101001100
22715,100000000000000001000000000000000000101001101
19853,100000000000000001000000000000001000000000000
21546,100000000000000001000000000000001000000000001
19873,100000000000000001000000000001000000000000000
20618,100000000000000001000000000001000001000000000
21586,100000000000000001000000000001000001000001000
25160,100000000000000001000000000001000001011100000
21562,100000000000000001000000000001000001011100100
25151,100000000000000001010000100000000000000000000
19947,100000000000000001010000100000000000000010000
21176,100000000000000001010000100000000000000010100
21159,100000000000000001010000100000000000000011000
21166,100000000000000001010000100000000000000011010
20305,100000000000000001010000100000000010000000000
21165,100000000000000001010000100000000010000000001
21145,100000000000000001010000100000000010000010000
21151,100000000000000001010000100000000010000010001
20347,100000000000000001010010000000001000000000000
21287,100000000000000001010010000000001000000000001
21058,100000000000000001010010000000001000000100000
21041,100000000000000001010010000000001000000100010
20466,100000000000000001010010000000001000000100100
21019,100000000000000001010010000000001000000100101
21018,100000000000000001010010000000001000000100110
20500,100000000000000001010010000000001000000101000
20504,100000000000000001010010000000001000000101001
21052,100000000000000001010010000000001000000101010
20525,100000000000000001010010000000001100000000000
21030,100000000000000001010010000000001100000000001
20534,100000000000000001010010000000001100001000000
21054,100000000000000001010010000000001100001000001
21200,100000000000000001010010000010000000000000100
20560,100000000000000001010010000010000000000010000
20564,100000000000000001010010000010000000000010100
21059,100000000000000001010010000010000000000010101
18901,100000000000000001010010000010000000000010110
19840,1000000000000000010000000000000000001010000000
21576,1000000000000000010000000000000000001010011000
19854,1000000000000000010000000000000010000000000000
21548,1000000000000000010000000000000010000000000001
21550,1000000000000000010000000000000010000000000010
19874,1000000000000000010000000000010000000000000000
21898,1000000000000000010000000000010000000000000001
20619,1000000000000000010000000000010000010000000000
21585,1000000000000000010000000000010000010000000001
21568,1000000000000000010000000000010000010111000000
21571,1000000000000000010000000000010000010111000001
18895,1000000000000000010100001000000000000000000000
22108,1000000000000000010100001000000000000000000001
19948,1000000000000000010100001000000000000000100000
22700,1000000000000000010100001000000000000000100001
20306,1000000000000000010100001000000000100000000000
21158,1000000000000000010100001000000000100000000001
21147,1000000000000000010100001000000000100000100010
21281,1000000000000000010100001000000000100000100011
20348,1000000000000000010100100000000010000000000000
21284,1000000000000000010100100000000010000000000010
20467,1000000000000000010100100000000010000001001000
21010,1000000000000000010100100000000010000001001001
20501,1000000000000000010100100000000010000001010000
21022,1000000000000000010100100000000010000001010001
20505,1000000000000000010100100000000010000001010010
21013,1000000000000000010100100000000010000001010011
20526,1000000000000000010100100000000011000000000000
21029,1000000000000000010100100000000011000000000010
20535,1000000000000000010100100000000011000010000000
21040,1000000000000000010100100000000011000010000001
21081,1000000000000000010100100000100000000000001000
20561,1000000000000000010100100000100000000000100000
21297,1000000000000000010100100000100000000000100001
20565,1000000000000000010100100000100000000000101000
21049,1000000000000000010100100000100000000000101010
25141,10000000000000000100000000000000100000000000000
19875,10000000000000000100000000000100000000000000000
21901,10000000000000000100000000000100000000000000001
21897,10000000000000000100000000000100000000000000010
20620,10000000000000000100000000000100000100000000000
21590,10000000000000000100000000000100000100000000001
21561,10000000000000000100000000000100000100000000010
21588,10000000000000000100000000000100000100000000011
18896,10000000000000000101000010000000000000000000000
22135,10000000000000000101000010000000000000000000001
19949,10000000000000000101000010000000000000001000000
21976,10000000000000000101000010000000000000001000001
21192,10000000000000000101000010000000000000001000010
20307,10000000000000000101000010000000001000000000000
21156,10000000000000000101000010000000001000000000001
21127,10000000000000000101000010000000001000000000010
21131,10000000000000000101000010000000001000001000110
18772,10000000000000000101001000000000100000000000000
20349,10000000000000000101001000000000100000000000001
20468,10000000000000000101001000000000100000010010000
21000,10000000000000000101001000000000100000010010001
20996,10000000000000000101001000000000100000010010010
20999,10000000000000000101001000000000100000010010011
20502,10000000000000000101001000000000100000010100000
20987,10000000000000000101001000000000100000010100001
20506,10000000000000000101001000000000100000010100100
20979,10000000000000000101001000000000100000010100101
21002,10000000000000000101001000000000100000010100110
20527,10000000000000000101001000000000110000000000000
21009,10000000000000000101001000000000110000000000001
20536,10000000000000000101001000000000110000100000000
21021,10000000000000000101001000000000110000100000001
21083,10000000000000000101001000001000000000000010000
20566,10000000000000000101001000001000000000001010000
21069,10000000000000000101001000001000000000001010001
19855,100000000000000001000000000000001000000000000000
21549,100000000000000001000000000000001000000000000001
19876,100000000000000001000000000001000000000000000000
21899,100000000000000001000000000001000000000000000001
22073,100000000000000001000000000001000000000000000010
22074,100000000000000001000000000001000000000000000011
20621,100000000000000001000000000001000001000000000000
18897,100000000000000001010000100000000000000000000000
22129,100000000000000001010000100000000000000000000001
22111,100000000000000001010000100000000000000000000010
18878,100000000000000001010000100000000000000010000000
21973,100000000000000001010000100000000000000010000001
21977,100000000000000001010000100000000000000010000010
21177,100000000000000001010000100000000000000010000100
20308,100000000000000001010000100000000010000000000000
21153,100000000000000001010000100000000010000000000010
21154,100000000000000001010000100000000010000000000011
21099,100000000000000001010010000000001000000000000000
20350,100000000000000001010010000000001000000000000010
20469,100000000000000001010010000000001000000100100000
20489,100000000000000001010010000000001000000100100001
20503,100000000000000001010010000000001000000101000000
20982,100000000000000001010010000000001000000101000001
20507,100000000000000001010010000000001000000101001000
20537,100000000000000001010010000000001100001000000000
21012,100000000000000001010010000000001100001000000001
21016,100000000000000001010010000000001100001000000010
21017,100000000000000001010010000000001100001000000011
21202,100000000000000001010010000010000000000000100000
20567,100000000000000001010010000010000000000010100000
21036,100000000000000001010010000010000000000010100001
19856,1000000000000000010000000000000010000000000000000
21552,1000000000000000010000000000000010000000000000001
19877,1000000000000000010000000000010000000000000000000
22071,1000000000000000010000000000010000000000000000010
20622,1000000000000000010000000000010000010000000000000
21560,1000000000000000010000000000010000010000000000001
18898,1000000000000000010100001000000000000000000000000
22130,1000000000000000010100001000000000000000000000010
18879,1000000000000000010100001000000000000000100000000
19950,1000000000000000010100001000000000000000100000001
21975,1000000000000000010100001000000000000000100000010
21183,1000000000000000010100001000000000000000100000100
20351,1000000000000000010100100000000010000000000000100
20449,1000000000000000010100100000000010000000000000101
20470,1000000000000000010100100000000010000001001000000
20490,1000000000000000010100100000000010000001001000010
20964,1000000000000000010100100000000010000001001000011
20960,1000000000000000010100100000000010000001010000000
20961,1000000000000000010100100000000010000001010000001
20508,1000000000000000010100100000000010000001010010000
20538,1000000000000000010100100000000011000010000000000
20988,1000000000000000010100100000000011000010000000100
20989,1000000000000000010100100000000011000010000000101
21201,1000000000000000010100100000100000000000001000000
20568,1000000000000000010100100000100000000000101000000
21035,1000000000000000010100100000100000000000101000001
19878,10000000000000000100000000000100000000000000000000
21904,10000000000000000100000000000100000000000000000001
22075,10000000000000000100000000000100000000000000000100
20623,10000000000000000100000000000100000100000000000000
21547,10000000000000000100000000000100000100000000000010
21554,10000000000000000100000000000100000100000000000011
18899,10000000000000000101000010000000000000000000000000
21331,10000000000000000101000010000000000000000000000001
18880,10000000000000000101000010000000000000001000000000
21972,10000000000000000101000010000000000000001000000001
19951,10000000000000000101000010000000000000001000000010
21204,10000000000000000101000010000000000000001000000100
21175,10000000000000000101000010000000000000001000001000
18908,10000000000000000101001000000000100000000000001000
20352,10000000000000000101001000000000100000000000001001
20450,10000000000000000101001000000000100000000000001010
21044,10000000000000000101001000000000100000000000001011
20471,10000000000000000101001000000000100000010010000000
20968,10000000000000000101001000000000100000010010000001
20491,10000000000000000101001000000000100000010010000100
20952,10000000000000000101001000000000100000010010000101
20941,10000000000000000101001000000000100000010100000000
20957,10000000000000000101001000000000100000010100000010
20958,10000000000000000101001000000000100000010100000011
20509,10000000000000000101001000000000100000010100100000
20962,10000000000000000101001000000000100000010100100001
20539,10000000000000000101001000000000110000100000000000
21003,10000000000000000101001000000000110000100000000001
21199,10000000000000000101001000001000000000000010000000
20569,10000000000000000101001000001000000000001010000000
21033,10000000000000000101001000001000000000001010000001
19879,100000000000000001000000000001000000000000000000000
21910,100000000000000001000000000001000000000000000000001
22076,100000000000000001000000000001000000000000000001000
20624,100000000000000001000000000001000001000000000000000
21536,100000000000000001000000000001000001000000000000001
20660,100000000000000001010000100000000000000000000000000
21917,100000000000000001010000100000000000000000000000001
18881,100000000000000001010000100000000000000010000000000
21971,100000000000000001010000100000000000000010000000001
21974,100000000000000001010000100000000000000010000000010
19952,100000000000000001010000100000000000000010000000100
21328,100000000000000001010000100000000000000010000000101
21211,100000000000000001010010000000001000000000000010000
20353,100000000000000001010010000000001000000000000010010
20451,100000000000000001010010000000001000000000000010100
20472,100000000000000001010010000000001000000100100000000
20959,100000000000000001010010000000001000000100100000001
20492,100000000000000001010010000000001000000100100001000
20950,100000000000000001010010000000001000000100100001001
20946,100000000000000001010010000000001000000100100001010
20928,100000000000000001010010000000001000000101000000000
20929,100000000000000001010010000000001000000101000000001
20939,100000000000000001010010000000001000000101000000100
20953,100000000000000001010010000000001000000101000000110
20954,100000000000000001010010000000001000000101000000111
20510,100000000000000001010010000000001000000101001000000
20935,100000000000000001010010000000001000000101001000010
20540,100000000000000001010010000000001100001000000000000
20541,100000000000000001010010000000001100001000000000001
20990,100000000000000001010010000000001100001000000000010
20991,100000000000000001010010000000001100001000000000011
20570,100000000000000001010010000010000000000010100000000
21034,100000000000000001010010000010000000000010100000001
19880,1000000000000000010000000000010000000000000000000000
21906,1000000000000000010000000000010000000000000000000001
22078,1000000000000000010000000000010000000000000000010000
