Dates,ACCOUNTS_RECEIVABLE_GROWTH,ACCOUNTS_PAYABLE_GROWTH_1YR,ACTUAL_SALES_PER_EMPL,ASSET_GROWTH,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_FUTURE_MIN_OPER_LEASE_OBLIG,BS_NUM_OF_TSY_SH,BS_OPTIONS_OUTSTANDING,BS_PENSION_RSRV,BS_SH_OUT,BS_TOT_CAP,BS_TOT_COM_PAPER_ISSUED,BS_TOT_LIAB2,BS_TOT_NON_CUR_ASSET,BS_TOTAL_LINE_OF_CREDIT,BVPS_GROWTH,CAP_EXPEND_RATIO,CASH_CONVERSION_CYCLE,CASH_FLOW_GROWTH,CASH_FLOW_TO_FIRM_1_YEAR_GROWTH,CASH_FLOW_TO_NET_INC,CASH_FLOW_TO_TOT_LIAB,CASH_RATIO,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_OPER,CF_FREE_CASH_FLOW,CF_FREE_CASH_FLOW_FIRM,CF_NET_CASH_PAID_FOR_AQUIS,CF_NET_CHNG_CASH,CFF_ACTIVITIES_DETAILED,CFO_TO_AVG_CURRENT_LIABILITIES,COM_EQY_TO_TOT_ASSET,CUR_RATIO,DILUTED_EPS_AFT_XO_ITEMS_GROWTH,DILUTED_EPS_BEF_XO_ITEMS_GROWTH,DILUTED_EV,DILUTED_MKT_CAP,DIVIDEND_PER_SHARE_1_YEAR_GROWTH,DVD_PAYOUT_RATIO,EARN_FOR_COM_GROWTH,EARN_FOR_COMMON,EBITA,EBITDA,EBITDA_MARGIN,EBITDA_TO_INTEREST_EXPN,EBITDA_TO_REVENUE,EFF_TAX_RATE,EMPL_GROWTH,ENTERPRISE_VALUE,EQTY_BEF_MINORITY_INT_DETAILED,EQY_DPS,EV_TO_SH_OUT,EV_TO_T12M_CASH_FLOW_FIRM,EV_TO_T12M_EBIT,EV_TO_T12M_EBITDA,EV_TO_T12M_FREE_CASH_FLOW_FIRM,EV_TO_T12M_SALES,FREE_CASH_FLOW_EQUITY,FREE_CASH_FLOW_PER_SH,GROSS_MARGIN,GROSS_PROFIT,GROWTH_IN_CAP,HISTORICAL_MARKET_CAP,INC_BEF_XO_ITEMS_TO_NET_SALES,INCREMENTAL_OPERATING_MARGIN,INVENTORY_GROWTH,IS_AVG_NUM_SH_FOR_EPS,IS_BASIC_EPS_CONT_OPS,IS_CAP_INT_EXP,IS_DEPR_EXP,IS_DIL_EPS_BEF_XO,IS_DIL_EPS_CONT_OPS,IS_DILUTED_EPS,IS_EARN_BEF_XO_ITEMS_PER_SH,IS_EPS,IS_INC_BEF_XO_ITEM,IS_INT_EXPENSE,IS_OPER_INC,IS_SH_FOR_DILUTED_EPS,IS_TOT_CASH_COM_DVD,MODIFIED_WORK_CAP_GROWTH,NET_CHANGE_IN_CASH_1_YEAR_GROWTH,NET_DEBT,NET_DEBT_PCT_OF_TOT_CAPITAL,NET_DEBT_TO_EBIT,NET_DEBT_TO_EBITDA,NET_DEBT_TO_SHRHLDR_EQTY,NET_FIXED_ASSETS_1_YEAR_GROWTH,NET_INCOME,NET_INCOME_TO_COMMON_MARGIN,NI_INCLUDING_MINORITY_INT_RATIO,NON_CUR_LIAB,NUM_OF_EMPLOYEES,OPER_INC_GROWTH,OPER_INC_TO_INT_EXP,OPER_MARGIN,PE_RATIO,PRETAX_INC,PRETAX_INC_TO_NET_SALES,PROF_MARGIN,PX_LAST,PX_TO_BOOK_RATIO,PX_TO_CASH_FLOW,PX_TO_FREE_CASH_FLOW,PX_TO_SALES_RATIO,QUICK_RATIO,RETURN_COM_EQY,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_ON_INV_CAPITAL,RR_DIL_EPS_CONT_OPS_GROWTH,SALES_GROWTH,SHORT_AND_LONG_TERM_DEBT,SUSTAIN_GROWTH_RT,TCE_RATIO,TOT_CAP_EXPEND_GROWTH,TOT_DEBT_TO_EBITDA,TOT_DEBT_TO_TOT_ASSET,TOT_DEBT_TO_TOT_CAP,TOT_DEBT_TO_TOT_EQY,TOT_LIAB_AND_EQY,TOTAL_CAPITAL_5_YEAR_GROWTH,TOTAL_DEBT_TO_EBIT,TOTAL_DEBT_TO_EV,TOTAL_EQUITY_1_YEAR_GROWTH,TRAIL_12M_NET_SALES,WORK_CAP_GROWTH
12/25/2004,-5.0169,4.0009,69628.9677,3.0189,41343,33822,16609,355.178,254.7872,15596,1613.3205,53332,#N/A N/A,74979,63556,10000,10.8966,2.777,-29.8032,-41.6222,-41.0645,1.4836,18.5279,0.2558,-680,2080,1331,1365.3,242,-1416,-2816,0.4015,28.5227,1.2224,6.3291,7.5949,165073.7234,151745.628,12.5,20.8362,2.8613,1402,2112,3144,15.7141,64.1633,13.7245,30,-1.2464,162186.2274,29920,0.18,100.5295,11.5851,15.6505,10.6226,16.8006,1.6693,2192,0.8172,36.0311,8254,2.8563,147425.2274,6.142,6.0027,12.0695,1628.7,0.86,4,1032,0.85,0.85,0.84,0.86,0.86,1407,49,1862,1660.6,293.166,-38.5577,-59.1884,14761,33.0364,1.4244,0.9668,49.3349,0.657,1402,6.1201,1402,41157,329001,2.4202,38,8.1282,19.2379,2010,8.7742,6.1201,87.2829,4.9273,10.9395,15.939,1.5604,0.937,27.5949,7.7562,15.4485,11.2442,7.5949,3.3055,23412,21.8451,21.2662,-2.8534,1.5334,22.3186,43.8986,78.2487,104899,2.2756,2.2592,0.1444,6.1558,97161,3.9674
3/26/2005,-6.3285,-1.3489,67689.7639,3.822,40510,32197,16609,375.6946,169.1913,15156,1595.7913,53843,#N/A N/A,73263,62878,10000,9.6908,3.5847,-30.7593,-20.0153,-19.3325,1.713,17.8917,0.2689,-1338,3133,2259,2304.3776,880,11,-1784,0.3939,29.1378,1.2582,-3.4483,-1.8231,135238.5127,120790.18,11.1111,17.3301,-7.998,1829,1107,2139,14.4041,31.9254,9.6048,32.2722,-1.2464,133466.7157,30125,0.2,83.6367,10.0817,15.3463,9.6241,15.4235,1.3863,2681,1.4084,39.4028,8775,6.082,118407.7157,8.3116,-188.675,2.0742,1603.9,1.13,4,1032,1.14,1.12,1.12,1.15,1.14,1851,67,801,1627.9,320.78,-27.3689,-95.8491,15059,33.3282,1.7315,1.0859,49.9884,-2.4504,1829,8.2128,1829,41066,329001,-67.5314,11.9552,3.5968,15.7537,2733,12.2721,8.2128,70.8732,3.9305,9.3046,14.3036,1.2649,0.9502,26.6576,7.743,15.2745,9.2272,-3.4483,-3.8138,23718,22.0378,21.3317,37.6378,1.7103,22.9408,44.0503,78.732,103388,2.1763,2.7271,0.1777,4.4918,96278,17.8815
6/25/2005,-4.0945,-1.9113,65437.4911,0.3308,39143,29964,16609,396.2886,172.1171,15114,1579.5165,51657,#N/A N/A,70774,61866,10000,7.2841,5.1538,-33.4746,10.6295,10.7308,2.8285,19.1031,0.2755,-974,4288,3456,3485.1238,176,-396,-3710,0.4152,29.933,1.3063,-11.3208,-11.3208,141939.1269,129731.784,11.1111,20.9934,-15.7778,1516,2925,3898,15.2112,69.6071,18.1058,47.9931,-1.2464,139876.8141,30235,0.2,88.5567,10.2419,15.3593,9.7434,15.4028,1.4821,1342,2.1718,40.5871,8738,0.0077,126708.8141,7.0417,-188.675,-1.2309,1591.3,1.28,4,973,0.94,1.26,0.94,0.95,0.95,1516,56,2659,1617.2,318.26,-15.1329,-95.8491,13168,30.3389,1.4459,0.9172,43.5522,-3.8746,1516,7.0417,1516,40810,329001,18.2303,47.4821,12.3508,16.3381,2915,13.5399,7.0417,76.6233,4.1908,9.6099,14.4761,1.3793,1.0017,25.2732,7.5107,14.9284,9.5005,18.8679,-8.1096,21422,19.9675,21.3168,-1.0702,1.4922,21.208,41.4697,70.8517,101009,1.0956,2.3523,0.1531,1.7945,94378,26.3803
9/24/2005,-11.5222,-22.1834,74162.1201,-4.7341,45661,35152,5481,407.2793,236.07,13779,1573.9798,55739,#N/A N/A,72650,60087,10000,9.2019,3.8745,63.3103,33.7149,33.6462,1.6862,20.4749,0.3893,-1431,5374,3987,4020.8354,184,4317,374,0.397,31.2989,1.299,19.1617,19.6429,140491.8056,131914.56,11.1111,9.8694,12.7343,3187,4320,5383,15.9809,112.1458,22.0371,29.5096,0.1131,138336.1364,33098,0.2,87.8894,9.2108,14.7543,9.4985,12.377,1.5179,6534,2.5258,44.0701,10765,2.058,129381.1364,13.1821,-188.675,-14.3245,1578.5,2.15,4,1063,2.01,2.12,1.99,2.04,2.02,3220,48,4054,1604.8,317.794,-6.9968,393.3714,8955,21.2946,0.9551,0.6149,27.056,-9.3509,3187,13.047,3187,37498,329373,7.107,84.4583,16.5964,15.3645,4568,18.7006,13.047,78.5145,3.909,8.8107,11.873,1.4433,1.0519,24.4929,7.3208,14.6399,10.5979,26.1905,-11.7235,22641,22.0756,23.2387,-34.6063,1.5546,21.4103,40.6197,68.4059,105748,2.5271,2.4148,0.1637,4.4496,91134,42.8436
12/31/2005,-9.201,-6.096,74162.1201,-2.3165,41583,33268,5481,437.9037,166.318,12892,1550.3945,55217,#N/A N/A,69737,60886,10000,13.8386,3.9719,-48.4168,49.3269,49.0895,1.8185,22.8014,0.3698,-4008,3106,2324,2370.2,748,-3433,-2531,0.474,31.9433,1.2499,28.5714,27.0588,139899.2289,130896.384,11.1111,18.3197,21.826,1708,2295,3238,16.491,49.0606,15.6736,30,0.1131,138044.0384,32732,0.2,89.038,8.5975,14.464,9.4177,11.3324,1.5531,2228,1.4855,39.15,8088,3.5345,127861.0384,8.2676,-188.675,-13.6084,1564.5,1.09,4,943,1.08,1.08,1.08,1.09,1.09,1708,66,2030,1587.2,312.9,-40.7777,-142.4435,10183,23.7283,1.067,0.6947,31.1102,-6.7718,1708,8.2676,1708,36469,329373,9.0226,30.7576,9.8262,14.7796,2440,11.8108,8.2676,78.7724,3.9063,8.2159,10.8634,1.4702,0.9986,26.304,7.9472,15.4683,10.7106,27.0588,-9.8175,22485,21.4852,23.0556,4.4059,1.534,21.9432,40.7212,68.6942,102469,1.8832,2.3559,0.1629,9.3984,88885,10.5571
4/1/2006,-3.0179,0.7286,74162.1201,-0.0106,39591,34118,5481,469.4166,166.6486,13049,1521.839,55328,#N/A N/A,69828,63786,10000,16.7777,2.7689,-45.8833,-18.1615,-17.7444,1.2681,21.9568,0.2928,-963,2564,1638,1688.3925,61,-2035,-3636,0.4624,32.4531,1.1604,16.0714,14.0351,130368.8451,119846.882,50,22.8205,10.5522,2022,2842,3823,18.4645,53.0972,17.4646,30.0104,0.1131,128696.6724,33549,0.3,84.5665,8.3073,11.37,7.8752,11.1282,1.4541,765,1.065,41.1786,9014,2.758,116907.6724,9.2371,-188.675,-4.218,1538.1,1.31,4,981,1.3,1.3,1.3,1.31,1.31,2022,72,2576,1560.1,461.43,-32.5652,-142.4435,11789,26.0025,1.0415,0.7214,35.1396,-1.752,2022,9.2371,2022,35710,329373,221.598,35.7778,11.7679,13.3368,2889,13.1978,9.2371,73.3757,3.4847,7.8778,10.5987,1.3611,0.9163,26.488,8.1571,15.7421,12.6809,16.0714,-1.7063,21779,20.4434,23.5984,5.9497,1.3327,21.0675,39.3634,64.917,103377,2.0879,1.9241,0.1692,11.366,88505,-34.1634
7/1/2006,-0.5744,1.0583,74162.1201,3.1146,40669,34929,5481,488.8945,167.0836,13012,1506.3518,56239,#N/A N/A,69907,63486,10000,18.7744,3.7509,-44.278,-6.5765,-6.0716,1.8029,21.5286,0.3121,-945,4006,2938,2987.0044,73,1383,-1678,0.4638,32.8818,1.1643,54.2553,54.2553,136241.5796,125720.542,50,20.4302,46.5699,2222,3086,4055,18.4155,57.9286,17.929,29.9937,0.1131,134520.4701,34248,0.3,89.3022,8.8328,11.7107,8.1532,12.1555,1.5015,3120,1.9416,41.964,9491,8.87,123430.4701,9.8245,15.4412,-4.7416,1513.2,1.47,4,969,1.45,1.45,1.45,1.47,1.47,2222,70,2827,1534.3,453.96,-16.9413,-142.4435,11090,24.4607,0.9654,0.6722,32.3815,0.1211,2222,9.8245,2222,34978,329373,6.3182,40.3857,12.4994,13.7714,3174,14.0337,9.8245,78.2661,3.604,8.4438,11.676,1.4162,0.9315,28.3455,8.909,17.2734,13.8846,15.0794,5.0536,21991,22.5544,24.1946,28.3654,1.3329,21.1137,39.1028,64.211,104155,2.1607,1.9144,0.1635,13.2727,89593,-37.466
9/30/2006,11.1421,8.3685,74162.1201,-2.3773,44660,40091,5084,501.9878,207.6632,13553,1506.4826,51188,#N/A N/A,74728,58574,10000,-10.0151,3.3689,64.9439,-0.5769,-0.2541,1.5089,20.0982,0.2658,-5633,5343,3757,3808.0935,2917,-460,-170,0.3992,27.613,1.114,16.0804,12.4378,160827.6381,148882.375,50,13.0502,11.1076,3541,4780,5794,18.4964,81.6056,22.0665,28.0374,0.1131,158380.7858,28506,0.3,105.1328,10.4086,13.2792,9.3661,14.5916,1.7324,4852,2.4925,44.5634,11701,-8.1648,146354.7858,13.1965,24.0437,-1.0912,1507.3,2.3,4,1014,2.26,2.26,2.31,2.3,2.35,3465,71,4494,1532.5,452.19,10.377,-142.4435,12026,29.6704,1.0083,0.7112,42.1876,4.9724,3541,13.4859,3541,34637,329373,10.8535,63.2958,17.1154,15.9524,4815,18.338,13.4859,92.7942,5.1342,9.8685,13.9093,1.6245,0.9115,30.8194,9.085,18.125,14.1407,6.6038,7.4917,22682,26.7974,15.2532,14.3475,1.3413,21.9714,44.3112,79.5692,103234,0.2317,1.9017,0.1432,-13.874,91423,-56.523
12/30/2006,10.5349,-69.1217,61919.9137,-0.8276,42447,36763,5084,537.5468,106.8836,13151,1484.8273,51755,#N/A N/A,73812,59174,10000,-11.2887,3.2901,7.7118,-2.8654,-2.6332,1.6361,20.2271,0.2933,-2418,3017,2100,2152.1954,205,-1070,-1669,0.4264,27.3654,1.1546,12.037,12.037,155298.5864,143539.128,50,24.3953,7.9625,1844,2559,3508,18.5143,48.0548,15.9245,28.4994,0.1131,153123.8189,27809,0.3,103.1257,10.1185,12.5872,8.9129,14.3967,1.6502,3332,1.4005,40.2469,8866,-6.2698,139959.8189,8.3708,17.3723,-1.355,1499.5,1.23,8,949,1.21,1.21,1.21,1.23,1.23,1844,73,2268,1522.8,449.85,1055.3012,68.8319,13164,32.1285,1.0821,0.7662,47.3372,5.1196,1844,8.3708,1844,37049,355766,11.7241,31.0685,10.2955,15.1543,2579,11.7073,8.3708,90.0338,5.0329,9.5491,13.6618,1.538,0.9223,31.8098,9.436,18.3824,14.1432,12.037,6.6315,23946,24.0497,14.5319,17.2634,1.3938,23.564,46.268,86.1088,101621,1.5352,1.9684,0.1564,-15.0403,92793,-31.6416
3/31/2007,9.7396,-70.2925,66819.2014,-0.8019,42293,48084,5084,674.7482,82.2216,13217,1360.4066,51477,#N/A N/A,85793,60255,10000,-44.1318,3.8849,8.4798,34.2434,35.234,1.523,18.4257,0.2119,-151,3442,2556,2649.5487,36,58,-3233,0.3846,16.3387,0.8796,19.2308,19.2308,170066.9713,153749.2,33.3333,25.4259,11.7705,2260,3108,4057,18.3935,31.2077,17.0663,28.0395,0.1131,167715.7927,16755,0.4,123.2836,10.4472,13.567,9.6311,14.4624,1.7715,13599,1.7785,41.8055,9938,-6.9603,143182.7927,9.5112,10.4676,-8.4539,1437.2,1.52,3,949,1.55,1.5,1.55,1.57,1.57,2261,130,2773,1460.8,574.88,881.9598,68.8319,24533,59.4192,1.9845,1.4088,146.422,3.6955,2260,9.507,2260,37709,355766,7.6475,21.3308,11.665,16.3941,3142,13.2172,9.507,100.531,8.5457,9.9301,13.825,1.6549,0.6974,39.2295,9.5831,18.9367,14.6443,15.3846,8.5975,34722,29.255,1.6789,-4.3197,1.9939,33.8593,67.4515,207.2337,102548,1.7344,2.8088,0.207,-50.0581,94675,-31.6416
6/30/2007,9.6141,-69.7425,67794.5616,4.2763,46588,45010,5084,672.7793,23.2608,13619,1377.9553,55868,2000,88062,62021,10000,-34.415,4.2024,10.2646,11.9321,14.0069,1.8992,18.4938,0.3071,-3204,4484,3417,3555.9835,477,2284,1004,0.4075,18.9183,1.0351,15.8621,15.8621,187892.8194,165603.24,33.3333,23.2244,6.2556,2361,3402,4448,18.5148,23.0466,18.4419,27.9878,0.1131,183821.1294,20547,0.4,133.4014,11.0591,14.5394,10.323,15.1098,1.9113,3540,2.4916,41.2787,9956,-0.6597,162323.1294,9.7931,18.7084,-8.9024,1371.4,1.72,3,1046,1.68,1.68,1.68,1.72,1.72,2362,193,3108,1405.8,548.56,687.2222,65.1482,21498,51.1309,1.7004,1.2073,104.6284,5.5338,2361,9.789,2361,43052,355766,9.9399,16.1036,12.8861,17.7143,3280,13.5992,9.789,112.5183,7.9001,10.4979,14.4308,1.7784,0.834,36.5216,9.4057,18.4497,14.4069,15.8621,6.641,35321,28.0397,4.9027,-0.0936,1.9835,32.5212,63.2222,171.9034,108609,3.153,2.7937,0.1921,-40.0053,96177,-72.5087
9/29/2007,7.0775,1.1301,74674.4344,16.6583,53177,44310,4849,672.3733,157.6613,13582,1385.2341,63743,5831,91962,67254,10000,8.6118,2.9267,65.1682,-3.5935,-1.6371,1.3034,17.5007,0.3644,1098,5151,3391,3545.7859,291,5697,-552,0.3814,23.6393,1.2001,21.2121,23.8938,171987.6414,152734.49,33.3333,14.5206,11.6069,3952,5656,6705,18.948,31.186,23.228,28.0066,0.1131,168871.8103,28469,0.4,121.9085,10.214,12.4933,9.0219,14.1869,1.7095,3642,2.45,44.9318,12970,24.5272,149743.8103,13.6874,33.4994,-5.1957,1384.1,2.85,3,1049,2.8,2.8,2.8,2.85,2.85,3951,215,5368,1412.9,573.71,7.6986,65.1482,19128,40.1874,1.4151,1.0219,67.1889,4.446,3952,13.6908,3952,47652,386558,19.4482,24.9674,18.5963,15.0348,5488,19.012,13.6908,103.2532,5.2599,9.484,13.312,1.5515,0.9899,36.5669,9.3148,18.8919,14.6548,23.8938,9.9364,35274,31.2572,11.6081,10.971,1.8845,29.2898,55.3378,123.9032,120431,5.4883,2.6096,0.2089,-0.1298,98786,94.0687
12/29/2007,11.7189,6.8523,63385.0548,19.8797,48425,47048,4849,695.8923,40.485,14261,1373.4786,63914,5831,93095,73398,10000,11.6797,4.1287,62.4468,39.3106,41.1469,1.8124,18.5617,0.2556,-5779,4203,3185,3314.075,4962,-4204,-2628,0.4124,23.5818,1.0293,36.3636,36.3636,183736.9221,161691.102,33.3333,23.8896,25.7592,2319,3294,4324,19.2911,24.2921,17.6475,27.4859,8.6551,181301.3245,28728,0.4,132.0016,10.1876,12.7444,9.2813,13.8766,1.7905,2405,2.303,41.4905,10166,23.4934,158142.3245,9.4645,28.6696,2.1978,1383,1.68,3,1030,1.65,1.65,1.65,1.68,1.68,2319,178,2977,1404.3,554,12.0138,-292.8972,23159,44.6335,1.6279,1.1856,80.6147,7.3262,2319,9.4645,2319,46047,386558,31.261,16.7247,12.15,15.0904,3198,13.052,9.4645,109.9776,5.5048,9.2667,12.7607,1.5838,0.8048,38.5305,9.7492,19.7257,14.65,36.3636,11.2261,35186,29.3257,6.9766,11.0142,1.8013,28.8829,55.0521,122.4798,121823,4.8756,2.4734,0.1941,3.3047,101259,-75.7741
3/29/2008,12.1991,13.1971,69384.1545,17.9233,46312,44683,4849,731.3225,17.5275,14243,1354.8401,62497,5831,92663,74616,10000,69.389,4.3313,61.1129,23.4457,23.1526,1.5367,19.5191,0.2204,-1130,4249,3268,3373.1193,929,-1161,-4280,0.3899,23.3734,1.0365,27.7419,27.7419,188441.5075,165444.174,25,24.7071,22.3451,2765,3989,5055,19.684,34.8621,18.8472,27.5039,8.6551,184974.2006,28265,0.5,136.5284,9.9369,12.2459,9.0091,13.4147,1.7733,2664,2.3919,43.2534,11601,21.4076,160589.2006,10.3091,28.8291,2.3525,1366.3,2.02,5,1066,1.98,1.98,1.98,2.02,2.02,2765,145,3652,1395.8,683.15,10.4242,-292.8972,24385,46.3153,1.6144,1.1877,86.2728,6.2642,2765,10.3091,2765,47980,386558,31.6985,25.1862,13.6162,14.6153,3814,14.2202,10.3091,113.2156,5.6816,9.0205,12.3002,1.5639,0.8066,50.6308,10.1998,20.9258,15.5474,32,12.826,34232,38.1214,5.471,10.7223,1.6673,28.3078,54.7738,121.1109,120928,4.389,2.2663,0.1851,68.6959,104308,-75.7741
6/28/2008,0.6789,0.5645,65452.015,6.7223,44187,44753,4849,751.5968,17.27,13582,1343.458,61931,4500,88392,71723,10000,37.3661,3.9275,59.2557,-16.6146,-16.6279,1.324,19.6194,0.218,-1497,3739,2787,2902.2801,126,127,-2115,0.3864,23.7408,0.9874,22.0238,22.0238,185091.7004,161299.536,25,23.9147,19.6103,2824,4065,5113,20.0938,32.1572,20.2087,27.4968,8.6551,181787.846,27518,0.5,135.3134,10.1864,11.5553,8.5761,13.8398,1.7233,3302,2.0634,43.3105,10958,10.8524,157130.846,11.1616,53.0457,5.0788,1350.7,2.09,3,1048,2.05,2.05,2.05,2.09,2.09,2824,159,3735,1379.1,675.35,1.3509,-94.4396,24657,47.2583,1.5673,1.1632,89.6032,-1.1997,2824,11.1616,2824,43639,386558,20.1737,23.4906,14.7623,13.7925,3895,15.3946,11.1616,111.716,5.7101,9.2542,12.7018,1.5203,0.7515,49.3498,10.5648,20.992,15.4566,22.0238,4.9007,34413,37.548,5.966,-10.7779,1.6235,29.6894,55.5667,125.0563,115910,4.2274,2.1875,0.1893,33.9271,105490,-75.7741
9/27/2008,-4.8129,-12.9128,67776.7878,-9.0566,49004,42435,5810,757.8859,119.3072,19452,1339.0959,47391,468,96058,60520,10000,-51.0697,5.427,64.9344,28.5381,27.5461,1.4956,19.584,0.3042,-879,6621,5401,5547.3219,296,2989,-2753,0.4337,12.295,1.1548,17.1429,17.1429,134456.9186,113439.264,25,15.1242,12.0192,4427,5900,6896,20.6388,35.9167,25.5351,23.7907,3.0777,133716.3129,13466,0.5,99.8557,6.9249,8.3898,6.2519,8.8329,1.2903,4175,4.0333,47.9005,12936,-25.653,112698.3129,16.3927,53.0457,1.3889,1339.1,3.31,4,996,3.28,3.28,3.28,3.31,3.31,4427,192,5574,1347.9,669.55,-1.1511,-47.5338,21018,60.95,1.3187,0.9827,156.082,-5.1585,4427,16.3927,4427,53623,398455,3.8376,29.0313,20.6399,9.3929,5809,21.51,16.3927,80.3866,8.3691,6.0715,7.7987,1.1038,0.9259,58.8291,10.7282,23.0935,17.9708,17.1429,-6.4436,33925,49.9317,-8.6383,-30.6818,1.5862,30.9749,71.5853,251.9308,109524,-1.6477,2.1286,0.2537,-52.6994,103630,-25.9163
12/27/2008,-14.372,-19.7981,54487.9597,-16.3179,43995,37425,5810,779.6875,92.354,18276,1321.3973,42487,837,88251,57949,10000,-50.7899,7.3222,62.2368,4.354,3.5526,1.9111,21.5238,0.3285,-48,4386,3787,3886.9744,21,-447,-4583,0.4497,13.3416,1.1756,3.0303,3.0303,145116.431,130753.055,25,29.4118,-1.0349,2295,2999,3916,20.8054,28.7941,18.0369,26.4894,3.0777,144621.1866,13601,0.5,109.4456,7.4307,9.2422,6.8933,9.2053,1.4342,1403,2.8171,43.4388,9431,-33.5247,128030.1866,10.5707,-10.3905,-7.2917,1344.3,1.7009,3,917,1.7,1.6937,1.7,1.71,1.71,2295,136,2687,1349.5,675,-11.5399,89.3673,16499,54.6469,1.0544,0.7864,120.4922,-11.267,2295,10.5707,2295,50826,398455,-9.7414,19.7574,12.3762,10.7611,3122,14.3798,10.5707,92.5458,9.4133,6.8789,8.5701,1.2974,0.9196,58.1682,11.0034,24.0197,17.0545,2.6508,-11.3909,28794,41.0599,-8.8598,-41.1591,1.3724,28.2449,67.7713,210.2826,101944,-3.9052,1.8401,0.1991,-52.3357,100839,377.1242
3/28/2009,-13.4267,-22.0688,58350.3783,-14.2837,44435,36430,5810,794.2362,53.4563,18459,1310.8836,42288,0,88182,59220,10000,-43.7655,6.7248,64.8457,11.5792,10.5742,1.5279,22.0986,0.3438,-1849,4741,4036,4109.5343,79,-616,-3743,0.4805,14.8367,1.2197,17.1717,17.1717,152380.2588,139599.098,10,23.5901,12.2242,3103,4338,5274,21.7944,52.2178,22.6839,27.1938,3.0777,151265.4631,15379,0.55,115.392,7.5928,9.4376,7.1355,9.1976,1.5551,2415,3.0435,45.5097,10581,-32.336,136882.4631,13.3462,-10.3905,-7.6844,1326.1,2.3826,3,936,2.32,2.3623,2.32,2.34,2.34,3103,101,4032,1336.9,732,-9.6348,46.9423,14289,48.0109,0.8915,0.674,92.348,-9.3462,3103,13.3462,3103,51752,398455,10.4053,39.9208,17.3419,11.125,4262,18.3312,13.3462,99.7382,8.9006,7.1764,8.7328,1.4386,0.9663,57.9644,11.2644,24.9735,17.7604,19.308,-13.3142,26815,44.2906,-7.2117,-28.1346,1.2649,25.8695,63.4104,173.3019,103655,-3.5847,1.673,0.1773,-45.2574,97268,391.4058
6/27/2009,-6.3076,-9.2319,59143.4415,-10.5556,43446,32961,5810,800.1111,4.9916,18427,1313.6029,41274,0,85182,60229,10000,-31.6336,6.3623,62.0622,39.0211,36.4648,1.6173,24.5897,0.3493,-2337,5198,4381,4442.737,25,-2147,-5168,0.5391,17.7429,1.3181,17.0732,17.0732,170665.4674,160062.102,10,22.5887,13.8102,3214,4473,5426,22.5179,64.5952,23.0247,26.5035,3.0777,168487.0472,18395,0.55,128.2633,7.9003,10.2355,7.8322,9.3678,1.7637,-111,3.3192,45.0946,10627,-33.3549,157120.0472,13.6383,-10.3905,-15.1333,1319.9,2.4794,3,953,2.4,2.4437,2.4,2.44,2.44,3214,84,4168,1338.2,726,-6.6398,46.9423,11269,37.8637,0.6846,0.5238,60.9366,-3.2062,3214,13.6383,3214,52221,398455,11.593,49.619,17.6865,12.2304,4373,18.5564,13.6383,114.2472,8.5415,7.6086,9.0524,1.6681,1.0279,56.7987,11.876,26.0061,19.3543,19.2056,-6.8574,22781,43.9686,-4.0419,-14.1807,1.059,21.9735,55.1946,123.1872,103675,-4.3872,1.3839,0.1352,-32.7967,95533,391.4058
9/26/2009,-2.7783,6.0165,68338.9592,-0.4583,48935,36002,5830,821.6792,73.2105,15953,1305.3374,46237,235,86267,60087,10000,72.4524,4.8627,66.4622,-2.6129,-3.8158,1.3397,24.0799,0.3881,-2495,6448,5122,5183.0959,1069,2652,-1206,0.5297,20.7637,1.3592,9.4512,9.4512,183384.8168,175497.63,10,15.1049,8.7192,4813,6422,7389,22.98,91.2222,27.1355,24.573,0,180494.6687,22637,0.55,138.2743,8.5662,10.6105,8.2024,10.2417,1.8849,6486,3.885,48.274,13145,-2.4351,170868.6687,17.6754,245.5357,-7.7009,1318.4,3.7093,4,967,3.59,3.6477,3.59,3.65,3.65,4813,81,6124,1340.7,727,-6.1758,-11.2747,9508,29.4703,0.5589,0.4321,41.7842,-0.9718,4813,17.6754,4813,50265,398455,9.8672,75.6049,22.4899,12.8998,6381,23.4337,17.6754,125.031,7.5482,8.3553,10.0193,1.8132,1.1006,74.3706,12.2857,29.3129,23.319,11.2102,0.8294,23482,63.1369,-0.0765,8.6885,1.0671,21.5388,50.7862,103.1949,109022,-3.2757,1.3804,0.1301,68.9811,95757,96.8793
