rep,cens_target,cens_achieved,lambda_exp_train,loss,test_cens_achieved,metric,value
10,0.7,0.7,1.5531680338755447,coxtime,0.3,cindex,0.762511
10,0.7,0.7,1.5531680338755447,coxtime,0.3,ibs,0.208078
10,0.9,0.9,31.99775201307154,cox,0.3,cindex,0.742521
10,0.9,0.9,31.99775201307154,cox,0.3,ibs,0.243365
10,0.9,0.9,31.99775201307154,cox_l2,0.3,cindex,0.758061
10,0.9,0.9,31.99775201307154,cox_l2,0.3,ibs,0.282149
10,0.9,0.9,31.99775201307154,aft,0.3,cindex,0.675884
10,0.9,0.9,31.99775201307154,aft,0.3,ibs,0.218298
10,0.9,0.9,31.99775201307154,coxtime,0.3,cindex,0.765111
10,0.9,0.9,31.99775201307154,coxtime,0.3,ibs,0.28718
11,0.1,0.199,0,cox,0.3,cindex,0.78602
11,0.1,0.199,0,cox,0.3,ibs,0.154214
11,0.1,0.199,0,cox_l2,0.3,cindex,0.776844
11,0.1,0.199,0,cox_l2,0.3,ibs,0.182013
11,0.1,0.199,0,aft,0.3,cindex,0.751017
11,0.1,0.199,0,aft,0.3,ibs,0.181833
11,0.1,0.199,0,coxtime,0.3,cindex,0.673905
11,0.1,0.199,0,coxtime,0.3,ibs,0.207292
11,0.3,0.3,0.06686101897899904,cox,0.3,cindex,0.743614
11,0.3,0.3,0.06686101897899904,cox,0.3,ibs,0.17914
11,0.3,0.3,0.06686101897899904,cox_l2,0.3,cindex,0.775986
11,0.3,0.3,0.06686101897899904,cox_l2,0.3,ibs,0.166343
11,0.3,0.3,0.06686101897899904,aft,0.3,cindex,0.695389
11,0.3,0.3,0.06686101897899904,aft,0.3,ibs,0.211918
11,0.3,0.3,0.06686101897899904,coxtime,0.3,cindex,0.577074
11,0.3,0.3,0.06686101897899904,coxtime,0.3,ibs,0.222375
11,0.5,0.5,0.3235997106228242,cox,0.3,cindex,0.77191
11,0.5,0.5,0.3235997106228242,cox,0.3,ibs,0.159161
11,0.5,0.5,0.3235997106228242,cox_l2,0.3,cindex,0.736261
11,0.5,0.5,0.3235997106228242,cox_l2,0.3,ibs,0.189213
11,0.5,0.5,0.3235997106228242,aft,0.3,cindex,0.706041
11,0.5,0.5,0.3235997106228242,aft,0.3,ibs,0.223738
11,0.5,0.5,0.3235997106228242,coxtime,0.3,cindex,0.742094
11,0.5,0.5,0.3235997106228242,coxtime,0.3,ibs,0.206846
11,0.7,0.7,1.654030061322756,cox,0.3,cindex,0.755089
11,0.7,0.7,1.654030061322756,cox,0.3,ibs,0.218141
11,0.7,0.7,1.654030061322756,cox_l2,0.3,cindex,0.731269
11,0.7,0.7,1.654030061322756,cox_l2,0.3,ibs,0.180853
11,0.7,0.7,1.654030061322756,aft,0.3,cindex,0.688649
11,0.7,0.7,1.654030061322756,aft,0.3,ibs,0.193425
11,0.7,0.7,1.654030061322756,coxtime,0.3,cindex,0.711996
11,0.7,0.7,1.654030061322756,coxtime,0.3,ibs,0.20643
11,0.9,0.9,32.442581124276664,cox,0.3,cindex,0.751385
11,0.9,0.9,32.442581124276664,cox,0.3,ibs,0.291818
11,0.9,0.9,32.442581124276664,cox_l2,0.3,cindex,0.709915
11,0.9,0.9,32.442581124276664,cox_l2,0.3,ibs,0.324055
11,0.9,0.9,32.442581124276664,aft,0.3,cindex,0.742854
11,0.9,0.9,32.442581124276664,aft,0.3,ibs,0.234017
11,0.9,0.9,32.442581124276664,coxtime,0.3,cindex,0.702313
11,0.9,0.9,32.442581124276664,coxtime,0.3,ibs,0.290326
12,0.1,0.2035,0,cox,0.3,cindex,0.765323
12,0.1,0.2035,0,cox,0.3,ibs,0.188442
12,0.1,0.2035,0,cox_l2,0.3,cindex,0.778909
12,0.1,0.2035,0,cox_l2,0.3,ibs,0.162823
12,0.1,0.2035,0,aft,0.3,cindex,0.750367
12,0.1,0.2035,0,aft,0.3,ibs,0.201125
12,0.1,0.2035,0,coxtime,0.3,cindex,0.613623
12,0.1,0.2035,0,coxtime,0.3,ibs,0.21808
12,0.3,0.3,0.07073936294604696,cox,0.3,cindex,0.766212
12,0.3,0.3,0.07073936294604696,cox,0.3,ibs,0.172344
12,0.3,0.3,0.07073936294604696,cox_l2,0.3,cindex,0.697018
12,0.3,0.3,0.07073936294604696,cox_l2,0.3,ibs,0.192
12,0.3,0.3,0.07073936294604696,aft,0.3,cindex,0.709422
12,0.3,0.3,0.07073936294604696,aft,0.3,ibs,0.24046
12,0.3,0.3,0.07073936294604696,coxtime,0.3,cindex,0.643302
12,0.3,0.3,0.07073936294604696,coxtime,0.3,ibs,0.218134
12,0.5,0.5,0.37451924438528433,cox,0.3,cindex,0.745418
12,0.5,0.5,0.37451924438528433,cox,0.3,ibs,0.189702
12,0.5,0.5,0.37451924438528433,cox_l2,0.3,cindex,0.716823
12,0.5,0.5,0.37451924438528433,cox_l2,0.3,ibs,0.19389
12,0.5,0.5,0.37451924438528433,aft,0.3,cindex,0.767192
12,0.5,0.5,0.37451924438528433,aft,0.3,ibs,0.19086
12,0.5,0.5,0.37451924438528433,coxtime,0.3,cindex,0.740139
12,0.5,0.5,0.37451924438528433,coxtime,0.3,ibs,0.200814
12,0.7,0.7,1.514814718693594,cox,0.3,cindex,0.721571
12,0.7,0.7,1.514814718693594,cox,0.3,ibs,0.184878
12,0.7,0.7,1.514814718693594,cox_l2,0.3,cindex,0.716177
12,0.7,0.7,1.514814718693594,cox_l2,0.3,ibs,0.226608
12,0.7,0.7,1.514814718693594,aft,0.3,cindex,0.760083
12,0.7,0.7,1.514814718693594,aft,0.3,ibs,0.232336
12,0.7,0.7,1.514814718693594,coxtime,0.3,cindex,0.728785
12,0.7,0.7,1.514814718693594,coxtime,0.3,ibs,0.219704
12,0.9,0.9,28.300795321342665,cox,0.3,cindex,0.686916
12,0.9,0.9,28.300795321342665,cox,0.3,ibs,0.337972
12,0.9,0.9,28.300795321342665,cox_l2,0.3,cindex,0.725889
12,0.9,0.9,28.300795321342665,cox_l2,0.3,ibs,0.323005
12,0.9,0.9,28.300795321342665,aft,0.3,cindex,0.717457
12,0.9,0.9,28.300795321342665,aft,0.3,ibs,0.206279
12,0.9,0.9,28.300795321342665,coxtime,0.3,cindex,0.723767
12,0.9,0.9,28.300795321342665,coxtime,0.3,ibs,0.285883
13,0.1,0.202,0,cox,0.3,cindex,0.786869
13,0.1,0.202,0,cox,0.3,ibs,0.157745
13,0.1,0.202,0,cox_l2,0.3,cindex,0.766073
13,0.1,0.202,0,cox_l2,0.3,ibs,0.170871
13,0.1,0.202,0,aft,0.3,cindex,0.762104
13,0.1,0.202,0,aft,0.3,ibs,0.173326
13,0.1,0.202,0,coxtime,0.3,cindex,0.647817
13,0.1,0.202,0,coxtime,0.3,ibs,0.213318
13,0.3,0.3,0.06866272887422178,cox,0.3,cindex,0.711701
13,0.3,0.3,0.06866272887422178,cox,0.3,ibs,0.189344
13,0.3,0.3,0.06866272887422178,cox_l2,0.3,cindex,0.775666
13,0.3,0.3,0.06866272887422178,cox_l2,0.3,ibs,0.227092
13,0.3,0.3,0.06866272887422178,aft,0.3,cindex,0.697761
13,0.3,0.3,0.06866272887422178,aft,0.3,ibs,0.198619
13,0.3,0.3,0.06866272887422178,coxtime,0.3,cindex,0.748391
13,0.3,0.3,0.06866272887422178,coxtime,0.3,ibs,0.205965
13,0.5,0.5,0.33103626228648964,cox,0.3,cindex,0.715535
13,0.5,0.5,0.33103626228648964,cox,0.3,ibs,0.192335
13,0.5,0.5,0.33103626228648964,cox_l2,0.3,cindex,0.781384
13,0.5,0.5,0.33103626228648964,cox_l2,0.3,ibs,0.163783
13,0.5,0.5,0.33103626228648964,aft,0.3,cindex,0.722649
13,0.5,0.5,0.33103626228648964,aft,0.3,ibs,0.211021
13,0.5,0.5,0.33103626228648964,coxtime,0.3,cindex,0.699379
13,0.5,0.5,0.33103626228648964,coxtime,0.3,ibs,0.198058
13,0.7,0.7,1.7267624394571037,cox,0.3,cindex,0.714956
13,0.7,0.7,1.7267624394571037,cox,0.3,ibs,0.225649
13,0.7,0.7,1.7267624394571037,cox_l2,0.3,cindex,0.777303
13,0.7,0.7,1.7267624394571037,cox_l2,0.3,ibs,0.219395
13,0.7,0.7,1.7267624394571037,aft,0.3,cindex,0.731554
13,0.7,0.7,1.7267624394571037,aft,0.3,ibs,0.194029
13,0.7,0.7,1.7267624394571037,coxtime,0.3,cindex,0.75568
13,0.7,0.7,1.7267624394571037,coxtime,0.3,ibs,0.196858
13,0.9,0.9,27.96342681142692,cox,0.3,cindex,0.735618
13,0.9,0.9,27.96342681142692,cox,0.3,ibs,0.323103
13,0.9,0.9,27.96342681142692,cox_l2,0.3,cindex,0.746713
13,0.9,0.9,27.96342681142692,cox_l2,0.3,ibs,0.258077
13,0.9,0.9,27.96342681142692,aft,0.3,cindex,0.744567
13,0.9,0.9,27.96342681142692,aft,0.3,ibs,0.251837
13,0.9,0.9,27.96342681142692,coxtime,0.3,cindex,0.721913
13,0.9,0.9,27.96342681142692,coxtime,0.3,ibs,0.279538
14,0.1,0.2015,0,cox,0.3,cindex,0.76944
14,0.1,0.2015,0,cox,0.3,ibs,0.173021
14,0.1,0.2015,0,cox_l2,0.3,cindex,0.778603
14,0.1,0.2015,0,cox_l2,0.3,ibs,0.159268
14,0.1,0.2015,0,aft,0.3,cindex,0.682105
14,0.1,0.2015,0,aft,0.3,ibs,0.20652
14,0.1,0.2015,0,coxtime,0.3,cindex,0.644064
14,0.1,0.2015,0,coxtime,0.3,ibs,0.215373
14,0.3,0.3,0.0739200077526766,cox,0.3,cindex,0.762817
14,0.3,0.3,0.0739200077526766,cox,0.3,ibs,0.220657
14,0.3,0.3,0.0739200077526766,cox_l2,0.3,cindex,0.747895
14,0.3,0.3,0.0739200077526766,cox_l2,0.3,ibs,0.174289
14,0.3,0.3,0.0739200077526766,aft,0.3,cindex,0.73179
14,0.3,0.3,0.0739200077526766,aft,0.3,ibs,0.249386
14,0.3,0.3,0.0739200077526766,coxtime,0.3,cindex,0.604689
14,0.3,0.3,0.0739200077526766,coxtime,0.3,ibs,0.216678
14,0.5,0.5,0.3925348319650993,cox,0.3,cindex,0.767726
14,0.5,0.5,0.3925348319650993,cox,0.3,ibs,0.167157
14,0.5,0.5,0.3925348319650993,cox_l2,0.3,cindex,0.74354
14,0.5,0.5,0.3925348319650993,cox_l2,0.3,ibs,0.176167
14,0.5,0.5,0.3925348319650993,aft,0.3,cindex,0.712191
14,0.5,0.5,0.3925348319650993,aft,0.3,ibs,0.236139
14,0.5,0.5,0.3925348319650993,coxtime,0.3,cindex,0.710286
14,0.5,0.5,0.3925348319650993,coxtime,0.3,ibs,0.194324
14,0.7,0.7,1.7833847980344808,cox,0.3,cindex,0.764199
14,0.7,0.7,1.7833847980344808,cox,0.3,ibs,0.231458
14,0.7,0.7,1.7833847980344808,cox_l2,0.3,cindex,0.732209
14,0.7,0.7,1.7833847980344808,cox_l2,0.3,ibs,0.172193
14,0.7,0.7,1.7833847980344808,aft,0.3,cindex,0.728076
14,0.7,0.7,1.7833847980344808,aft,0.3,ibs,0.187732
14,0.7,0.7,1.7833847980344808,coxtime,0.3,cindex,0.753708
14,0.7,0.7,1.7833847980344808,coxtime,0.3,ibs,0.190827
14,0.9,0.9,29.150529878872558,cox,0.3,cindex,0.737832
14,0.9,0.9,29.150529878872558,cox,0.3,ibs,0.183709
14,0.9,0.9,29.150529878872558,cox_l2,0.3,cindex,0.725438
14,0.9,0.9,29.150529878872558,cox_l2,0.3,ibs,0.1836
14,0.9,0.9,29.150529878872558,aft,0.3,cindex,0.721587
14,0.9,0.9,29.150529878872558,aft,0.3,ibs,0.190791
14,0.9,0.9,29.150529878872558,coxtime,0.3,cindex,0.708342
14,0.9,0.9,29.150529878872558,coxtime,0.3,ibs,0.284362
15,0.1,0.227,0,cox,0.3,cindex,0.78514
15,0.1,0.227,0,cox,0.3,ibs,0.153836
15,0.1,0.227,0,cox_l2,0.3,cindex,0.743437
15,0.1,0.227,0,cox_l2,0.3,ibs,0.177917
15,0.1,0.227,0,aft,0.3,cindex,0.724559
15,0.1,0.227,0,aft,0.3,ibs,0.209643
15,0.1,0.227,0,coxtime,0.3,cindex,0.654856
15,0.1,0.227,0,coxtime,0.3,ibs,0.210119
15,0.3,0.3,0.04733980962833373,cox,0.3,cindex,0.760341
15,0.3,0.3,0.04733980962833373,cox,0.3,ibs,0.168315
15,0.3,0.3,0.04733980962833373,cox_l2,0.3,cindex,0.796027
15,0.3,0.3,0.04733980962833373,cox_l2,0.3,ibs,0.19915
15,0.3,0.3,0.04733980962833373,aft,0.3,cindex,0.693151
15,0.3,0.3,0.04733980962833373,aft,0.3,ibs,0.218674
15,0.3,0.3,0.04733980962833373,coxtime,0.3,cindex,0.741487
15,0.3,0.3,0.04733980962833373,coxtime,0.3,ibs,0.206296
15,0.5,0.5,0.2818124112473105,cox,0.3,cindex,0.751802
15,0.5,0.5,0.2818124112473105,cox,0.3,ibs,0.182495
15,0.5,0.5,0.2818124112473105,cox_l2,0.3,cindex,0.752097
15,0.5,0.5,0.2818124112473105,cox_l2,0.3,ibs,0.187287
15,0.5,0.5,0.2818124112473105,aft,0.3,cindex,0.750076
15,0.5,0.5,0.2818124112473105,aft,0.3,ibs,0.175405
15,0.5,0.5,0.2818124112473105,coxtime,0.3,cindex,0.746918
15,0.5,0.5,0.2818124112473105,coxtime,0.3,ibs,0.202722
15,0.7,0.7,1.3978037911896388,cox,0.3,cindex,0.750023
15,0.7,0.7,1.3978037911896388,cox,0.3,ibs,0.174089
15,0.7,0.7,1.3978037911896388,cox_l2,0.3,cindex,0.762258
15,0.7,0.7,1.3978037911896388,cox_l2,0.3,ibs,0.156439
15,0.7,0.7,1.3978037911896388,aft,0.3,cindex,0.740947
15,0.7,0.7,1.3978037911896388,aft,0.3,ibs,0.178656
15,0.7,0.7,1.3978037911896388,coxtime,0.3,cindex,0.736781
15,0.7,0.7,1.3978037911896388,coxtime,0.3,ibs,0.196052
15,0.9,0.9,28.121527774677052,cox,0.3,cindex,0.741901
15,0.9,0.9,28.121527774677052,cox,0.3,ibs,0.315967
15,0.9,0.9,28.121527774677052,cox_l2,0.3,cindex,0.72936
15,0.9,0.9,28.121527774677052,cox_l2,0.3,ibs,0.205698
15,0.9,0.9,28.121527774677052,aft,0.3,cindex,0.681116
15,0.9,0.9,28.121527774677052,aft,0.3,ibs,0.212914
15,0.9,0.9,28.121527774677052,coxtime,0.3,cindex,0.727659
15,0.9,0.9,28.121527774677052,coxtime,0.3,ibs,0.278614
16,0.1,0.2085,0,cox,0.3,cindex,0.742938
16,0.1,0.2085,0,cox,0.3,ibs,0.182131
16,0.1,0.2085,0,cox_l2,0.3,cindex,0.734461
16,0.1,0.2085,0,cox_l2,0.3,ibs,0.179501
16,0.1,0.2085,0,aft,0.3,cindex,0.718982
16,0.1,0.2085,0,aft,0.3,ibs,0.196833
16,0.1,0.2085,0,coxtime,0.3,cindex,0.529369
16,0.1,0.2085,0,coxtime,0.3,ibs,0.224478
16,0.3,0.3,0.06815840730354437,cox,0.3,cindex,0.789875
16,0.3,0.3,0.06815840730354437,cox,0.3,ibs,0.207371
16,0.3,0.3,0.06815840730354437,cox_l2,0.3,cindex,0.742758
16,0.3,0.3,0.06815840730354437,cox_l2,0.3,ibs,0.18958
16,0.3,0.3,0.06815840730354437,aft,0.3,cindex,0.696405
16,0.3,0.3,0.06815840730354437,aft,0.3,ibs,0.199215
16,0.3,0.3,0.06815840730354437,coxtime,0.3,cindex,0.750199
16,0.3,0.3,0.06815840730354437,coxtime,0.3,ibs,0.187385
16,0.5,0.5,0.33240006370441155,cox,0.3,cindex,0.752106
16,0.5,0.5,0.33240006370441155,cox,0.3,ibs,0.194399
16,0.5,0.5,0.33240006370441155,cox_l2,0.3,cindex,0.751688
16,0.5,0.5,0.33240006370441155,cox_l2,0.3,ibs,0.163925
16,0.5,0.5,0.33240006370441155,aft,0.3,cindex,0.723975
16,0.5,0.5,0.33240006370441155,aft,0.3,ibs,0.181549
16,0.5,0.5,0.33240006370441155,coxtime,0.3,cindex,0.654862
16,0.5,0.5,0.33240006370441155,coxtime,0.3,ibs,0.211923
16,0.7,0.7,1.5140805979650893,cox,0.3,cindex,0.755395
16,0.7,0.7,1.5140805979650893,cox,0.3,ibs,0.160465
16,0.7,0.7,1.5140805979650893,cox_l2,0.3,cindex,0.757513
16,0.7,0.7,1.5140805979650893,cox_l2,0.3,ibs,0.163755
16,0.7,0.7,1.5140805979650893,aft,0.3,cindex,0.717407
16,0.7,0.7,1.5140805979650893,aft,0.3,ibs,0.215478
16,0.7,0.7,1.5140805979650893,coxtime,0.3,cindex,0.754385
16,0.7,0.7,1.5140805979650893,coxtime,0.3,ibs,0.199697
16,0.9,0.9,24.00591202224998,cox,0.3,cindex,0.723025
16,0.9,0.9,24.00591202224998,cox,0.3,ibs,0.224805
16,0.9,0.9,24.00591202224998,cox_l2,0.3,cindex,0.697703
16,0.9,0.9,24.00591202224998,cox_l2,0.3,ibs,0.255736
16,0.9,0.9,24.00591202224998,aft,0.3,cindex,0.755549
16,0.9,0.9,24.00591202224998,aft,0.3,ibs,0.213177
16,0.9,0.9,24.00591202224998,coxtime,0.3,cindex,0.750261
16,0.9,0.9,24.00591202224998,coxtime,0.3,ibs,0.270382
17,0.1,0.211,0,cox,0.3,cindex,0.738971
17,0.1,0.211,0,cox,0.3,ibs,0.17777
17,0.1,0.211,0,cox_l2,0.3,cindex,0.754276
17,0.1,0.211,0,cox_l2,0.3,ibs,0.17476
17,0.1,0.211,0,aft,0.3,cindex,0.749763
17,0.1,0.211,0,aft,0.3,ibs,0.201752
17,0.1,0.211,0,coxtime,0.3,cindex,0.709854
17,0.1,0.211,0,coxtime,0.3,ibs,0.205601
17,0.3,0.3,0.0635733514833012,cox,0.3,cindex,0.752963
17,0.3,0.3,0.0635733514833012,cox,0.3,ibs,0.186019
17,0.3,0.3,0.0635733514833012,cox_l2,0.3,cindex,0.77184
17,0.3,0.3,0.0635733514833012,cox_l2,0.3,ibs,0.181221
17,0.3,0.3,0.0635733514833012,aft,0.3,cindex,0.739483
17,0.3,0.3,0.0635733514833012,aft,0.3,ibs,0.194166
17,0.3,0.3,0.0635733514833012,coxtime,0.3,cindex,0.65372
17,0.3,0.3,0.0635733514833012,coxtime,0.3,ibs,0.201458
17,0.5,0.5,0.3507433267226796,cox,0.3,cindex,0.757335
17,0.5,0.5,0.3507433267226796,cox,0.3,ibs,0.165782
17,0.5,0.5,0.3507433267226796,cox_l2,0.3,cindex,0.76572
17,0.5,0.5,0.3507433267226796,cox_l2,0.3,ibs,0.168722
17,0.5,0.5,0.3507433267226796,aft,0.3,cindex,0.726787
17,0.5,0.5,0.3507433267226796,aft,0.3,ibs,0.214564
17,0.5,0.5,0.3507433267226796,coxtime,0.3,cindex,0.700375
17,0.5,0.5,0.3507433267226796,coxtime,0.3,ibs,0.200781
17,0.7,0.7,1.736272405001684,cox,0.3,cindex,0.753565
17,0.7,0.7,1.736272405001684,cox,0.3,ibs,0.160272
17,0.7,0.7,1.736272405001684,cox_l2,0.3,cindex,0.74471
17,0.7,0.7,1.736272405001684,cox_l2,0.3,ibs,0.193295
17,0.7,0.7,1.736272405001684,aft,0.3,cindex,0.720447
17,0.7,0.7,1.736272405001684,aft,0.3,ibs,0.193101
17,0.7,0.7,1.736272405001684,coxtime,0.3,cindex,0.740615
17,0.7,0.7,1.736272405001684,coxtime,0.3,ibs,0.200641
17,0.9,0.9,39.22442293883036,cox,0.3,cindex,0.689146
17,0.9,0.9,39.22442293883036,cox,0.3,ibs,0.279235
17,0.9,0.9,39.22442293883036,cox_l2,0.3,cindex,0.768799
17,0.9,0.9,39.22442293883036,cox_l2,0.3,ibs,0.325705
17,0.9,0.9,39.22442293883036,aft,0.3,cindex,0.698269
17,0.9,0.9,39.22442293883036,aft,0.3,ibs,0.194769
17,0.9,0.9,39.22442293883036,coxtime,0.3,cindex,0.723743
17,0.9,0.9,39.22442293883036,coxtime,0.3,ibs,0.274636
18,0.1,0.2165,0,cox,0.3,cindex,0.765138
18,0.1,0.2165,0,cox,0.3,ibs,0.17765
18,0.1,0.2165,0,cox_l2,0.3,cindex,0.784448
18,0.1,0.2165,0,cox_l2,0.3,ibs,0.190113
18,0.1,0.2165,0,aft,0.3,cindex,0.764654
18,0.1,0.2165,0,aft,0.3,ibs,0.168635
18,0.1,0.2165,0,coxtime,0.3,cindex,0.646995
18,0.1,0.2165,0,coxtime,0.3,ibs,0.203206
18,0.3,0.3,0.06578375561103156,cox,0.3,cindex,0.774056
18,0.3,0.3,0.06578375561103156,cox,0.3,ibs,0.17993
18,0.3,0.3,0.06578375561103156,cox_l2,0.3,cindex,0.775574
18,0.3,0.3,0.06578375561103156,cox_l2,0.3,ibs,0.17424
18,0.3,0.3,0.06578375561103156,aft,0.3,cindex,0.72467
18,0.3,0.3,0.06578375561103156,aft,0.3,ibs,0.193927
18,0.3,0.3,0.06578375561103156,coxtime,0.3,cindex,0.656506
18,0.3,0.3,0.06578375561103156,coxtime,0.3,ibs,0.21138
18,0.5,0.5,0.34662679859750084,cox,0.3,cindex,0.77491
18,0.5,0.5,0.34662679859750084,cox,0.3,ibs,0.166394
18,0.5,0.5,0.34662679859750084,cox_l2,0.3,cindex,0.765544
18,0.5,0.5,0.34662679859750084,cox_l2,0.3,ibs,0.193038
18,0.5,0.5,0.34662679859750084,aft,0.3,cindex,0.775942
18,0.5,0.5,0.34662679859750084,aft,0.3,ibs,0.183259
18,0.5,0.5,0.34662679859750084,coxtime,0.3,cindex,0.716755
18,0.5,0.5,0.34662679859750084,coxtime,0.3,ibs,0.199026
18,0.7,0.7,1.618265027760115,cox,0.3,cindex,0.756186
18,0.7,0.7,1.618265027760115,cox,0.3,ibs,0.200601
18,0.7,0.7,1.618265027760115,cox_l2,0.3,cindex,0.75757
18,0.7,0.7,1.618265027760115,cox_l2,0.3,ibs,0.168299
18,0.7,0.7,1.618265027760115,aft,0.3,cindex,0.713252
18,0.7,0.7,1.618265027760115,aft,0.3,ibs,0.204351
18,0.7,0.7,1.618265027760115,coxtime,0.3,cindex,0.724533
18,0.7,0.7,1.618265027760115,coxtime,0.3,ibs,0.202154
18,0.9,0.9,29.84195353247995,cox,0.3,cindex,0.774803
18,0.9,0.9,29.84195353247995,cox,0.3,ibs,0.29914
18,0.9,0.9,29.84195353247995,cox_l2,0.3,cindex,0.728889
18,0.9,0.9,29.84195353247995,cox_l2,0.3,ibs,0.206472
18,0.9,0.9,29.84195353247995,aft,0.3,cindex,0.727065
18,0.9,0.9,29.84195353247995,aft,0.3,ibs,0.177595
18,0.9,0.9,29.84195353247995,coxtime,0.3,cindex,0.708546
18,0.9,0.9,29.84195353247995,coxtime,0.3,ibs,0.279749
19,0.1,0.2155,0,cox,0.3,cindex,0.785596
19,0.1,0.2155,0,cox,0.3,ibs,0.197617
19,0.1,0.2155,0,cox_l2,0.3,cindex,0.780967
19,0.1,0.2155,0,cox_l2,0.3,ibs,0.161754
19,0.1,0.2155,0,aft,0.3,cindex,0.736213
19,0.1,0.2155,0,aft,0.3,ibs,0.20523
19,0.1,0.2155,0,coxtime,0.3,cindex,0.573641
19,0.1,0.2155,0,coxtime,0.3,ibs,0.218784
19,0.3,0.3,0.052996452907867225,cox,0.3,cindex,0.771949
19,0.3,0.3,0.052996452907867225,cox,0.3,ibs,0.173224
19,0.3,0.3,0.052996452907867225,cox_l2,0.3,cindex,0.774355
19,0.3,0.3,0.052996452907867225,cox_l2,0.3,ibs,0.174511
19,0.3,0.3,0.052996452907867225,aft,0.3,cindex,0.695099
19,0.3,0.3,0.052996452907867225,aft,0.3,ibs,0.211535
19,0.3,0.3,0.052996452907867225,coxtime,0.3,cindex,0.663555
19,0.3,0.3,0.052996452907867225,coxtime,0.3,ibs,0.206098
19,0.5,0.5,0.28912342433100235,cox,0.3,cindex,0.768796
19,0.5,0.5,0.28912342433100235,cox,0.3,ibs,0.195204
19,0.5,0.5,0.28912342433100235,cox_l2,0.3,cindex,0.776714
19,0.5,0.5,0.28912342433100235,cox_l2,0.3,ibs,0.235506
19,0.5,0.5,0.28912342433100235,aft,0.3,cindex,0.732508
19,0.5,0.5,0.28912342433100235,aft,0.3,ibs,0.215487
19,0.5,0.5,0.28912342433100235,coxtime,0.3,cindex,0.742614
19,0.5,0.5,0.28912342433100235,coxtime,0.3,ibs,0.195852
19,0.7,0.7,1.3795925097412247,cox,0.3,cindex,0.740003
19,0.7,0.7,1.3795925097412247,cox,0.3,ibs,0.172265
19,0.7,0.7,1.3795925097412247,cox_l2,0.3,cindex,0.731809
19,0.7,0.7,1.3795925097412247,cox_l2,0.3,ibs,0.209885
19,0.7,0.7,1.3795925097412247,aft,0.3,cindex,0.723428
19,0.7,0.7,1.3795925097412247,aft,0.3,ibs,0.23100299999999999
19,0.7,0.7,1.3795925097412247,coxtime,0.3,cindex,0.714473
19,0.7,0.7,1.3795925097412247,coxtime,0.3,ibs,0.198116
19,0.9,0.9,32.12263716383124,cox,0.3,cindex,0.716308
19,0.9,0.9,32.12263716383124,cox,0.3,ibs,0.255108
19,0.9,0.9,32.12263716383124,cox_l2,0.3,cindex,0.728886
19,0.9,0.9,32.12263716383124,cox_l2,0.3,ibs,0.284975
19,0.9,0.9,32.12263716383124,aft,0.3,cindex,0.756947
19,0.9,0.9,32.12263716383124,aft,0.3,ibs,0.191707
19,0.9,0.9,32.12263716383124,coxtime,0.3,cindex,0.746767
19,0.9,0.9,32.12263716383124,coxtime,0.3,ibs,0.280151
20,0.1,0.2205,0,cox,0.3,cindex,0.773163
20,0.1,0.2205,0,cox,0.3,ibs,0.164084
20,0.1,0.2205,0,cox_l2,0.3,cindex,0.754747
20,0.1,0.2205,0,cox_l2,0.3,ibs,0.174521
20,0.1,0.2205,0,aft,0.3,cindex,0.695924
20,0.1,0.2205,0,aft,0.3,ibs,0.206363
20,0.1,0.2205,0,coxtime,0.3,cindex,0.634769
20,0.1,0.2205,0,coxtime,0.3,ibs,0.214914
20,0.3,0.3,0.060175956511747536,cox,0.3,cindex,0.758033
20,0.3,0.3,0.060175956511747536,cox,0.3,ibs,0.171335
20,0.3,0.3,0.060175956511747536,cox_l2,0.3,cindex,0.739971
20,0.3,0.3,0.060175956511747536,cox_l2,0.3,ibs,0.183617
20,0.3,0.3,0.060175956511747536,aft,0.3,cindex,0.755933
20,0.3,0.3,0.060175956511747536,aft,0.3,ibs,0.177904
20,0.3,0.3,0.060175956511747536,coxtime,0.3,cindex,0.616303
20,0.3,0.3,0.060175956511747536,coxtime,0.3,ibs,0.214726
20,0.5,0.5,0.32154032770001817,cox,0.3,cindex,0.771821
20,0.5,0.5,0.32154032770001817,cox,0.3,ibs,0.225353
20,0.5,0.5,0.32154032770001817,cox_l2,0.3,cindex,0.75729900000000006
20,0.5,0.5,0.32154032770001817,cox_l2,0.3,ibs,0.183277
20,0.5,0.5,0.32154032770001817,aft,0.3,cindex,0.762854
20,0.5,0.5,0.32154032770001817,aft,0.3,ibs,0.192433
20,0.5,0.5,0.32154032770001817,coxtime,0.3,cindex,0.715298
20,0.5,0.5,0.32154032770001817,coxtime,0.3,ibs,0.201772
20,0.7,0.7,1.4213249879282137,cox,0.3,cindex,0.723079
20,0.7,0.7,1.4213249879282137,cox,0.3,ibs,0.217964
20,0.7,0.7,1.4213249879282137,cox_l2,0.3,cindex,0.730524
20,0.7,0.7,1.4213249879282137,cox_l2,0.3,ibs,0.194454
20,0.7,0.7,1.4213249879282137,aft,0.3,cindex,0.709938
20,0.7,0.7,1.4213249879282137,aft,0.3,ibs,0.208216
20,0.7,0.7,1.4213249879282137,coxtime,0.3,cindex,0.758765
20,0.7,0.7,1.4213249879282137,coxtime,0.3,ibs,0.209409
