method,n_points,n_sim,fg_correction,include_comp_inds,competition_radius,edge_correction,cv_folds,tuning_grid_size,parallel,num_cores,fit_loc_sec,fit_mark_sec,sim_sec,check_sec,total_sec,p_combined
spatstat_two_stage,106,2500,km,TRUE,10,none,10,150,TRUE,7,0.020000000000000462,128.591,413.092,30.718000000000075,443.81000000000006,0.001599360255897686
