n_reps,failures,estimate_mean,estimate_sd,estimate_median,train_mark_mean,train_mark_sd,train_mark_median,check_mean,check_sd,check_median,total_mean,total_sd,total_median
1,0,4.83,NA,4.83,130.092,NA,130.092,51.20000000000002,NA,51.20000000000002,186.12200000000004,NA,186.12200000000004
