capture groups,type conversions,N.rep,N.col,expr,time
3,1,31622,126493,tidyr::pivot_longer,210168492781
3,1,31622,126493,tidyr::pivot_longer,208701390422
3,1,31622,126493,tidyr::pivot_longer,225024436479
3,1,31622,126493,tidyr::pivot_longer,195267460311
3,1,31622,126493,tidyr::pivot_longer,218244448516
3,1,31622,126493,tidyr::pivot_longer,254520115271
3,1,31622,126493,tidyr::pivot_longer,190771305127
3,1,100000,400005,nc::capture_melt_multiple,12493868505
3,1,100000,400005,nc::capture_melt_multiple,12617162799
3,1,100000,400005,nc::capture_melt_multiple,12600674199
3,1,100000,400005,nc::capture_melt_multiple,12269182058
3,1,100000,400005,nc::capture_melt_multiple,12526245163
3,1,100000,400005,nc::capture_melt_multiple,12666302343
3,1,100000,400005,nc::capture_melt_multiple,12550841401
3,1,100000,400005,nc::capture_melt_multiple,12473813867
3,1,100000,400005,nc::capture_melt_multiple,12292764239
3,1,100000,400005,nc::capture_melt_multiple,12474056072
3,1,100000,400005,tidyr::pivot_longer,4379942384538
3,1,100000,400005,tidyr::pivot_longer,3991502092915
3,1,100000,400005,tidyr::pivot_longer,4323844488487
3,1,100000,400005,tidyr::pivot_longer,3340697419530
3,1,100000,400005,tidyr::pivot_longer,4030831587421
3,1,100000,400005,tidyr::pivot_longer,4006432716838
3,1,100000,400005,tidyr::pivot_longer,2683990138857
3,1,100000,400005,tidyr::pivot_longer,4081271655123
3,1,100000,400005,tidyr::pivot_longer,2929662812655
3,1,100000,400005,tidyr::pivot_longer,3459955206366
