N.rows,expr,time
31622,tidyr::pivot_longer-0,252325000
31622,nc::capture_melt_single-0,111973160
31622,tidyr::pivot_longer-4,253847880
31622,utils::stack-0,79458160
31622,data.table::melt-0,243700960
31622,data.table::melt-4,72269680
31622,data.table::melt-4,71023920
31622,utils::stack-0,75556560
31622,tidyfast::dt_pivot_longer-0,34841200
31622,utils::stack-0,75387280
31622,tidyr::pivot_longer-0,237119840
31622,tidyfast::dt_pivot_longer-0,34618760
31622,tidyr::pivot_longer-4,216464120
31622,tidyfast::dt_pivot_longer-0,34603960
31622,tidyfast::dt_pivot_longer-4,136279680
31622,tidyfast::dt_pivot_longer-4,107228560
31622,tidyr::gather-0,651224560
31622,nc::capture_melt_single-4,103351120
31622,reshape2::melt-0,270644200
31622,tidyr::gather-4,3434575920
31622,tidyr::pivot_longer-4,233172080
31622,data.table::melt-4,70899120
31622,reshape2::melt-0,214392600
31622,data.table::melt-4,109243440
31622,tidyr::pivot_longer-0,524422760
31622,reshape2::melt-0,176495360
31622,reshape2::melt-0,216914720
31622,tidyfast::dt_pivot_longer-0,34489560
31622,reshape2::melt-4,2906896040
31622,reshape2::melt-0,178350520
31622,tidyr::pivot_longer-4,288410320
31622,nc::capture_melt_single-0,90534120
31622,utils::stack-0,77035440
31622,nc::capture_melt_single-4,130281600
31622,data.table::melt-4,71810960
31622,data.table::melt-0,29557480
100000,utils::stack-0,279586520
100000,tidyr::gather-4,10398284640
100000,nc::capture_melt_single-0,576072120
100000,reshape2::melt-0,1022698640
100000,reshape2::melt-4,9943251160
100000,data.table::melt-4,258627440
100000,tidyfast::dt_pivot_longer-0,116812120
100000,utils::stack-0,424889000
100000,reshape2::melt-0,955223760
100000,utils::stack-0,313141440
100000,tidyr::pivot_longer-0,805660320
100000,tidyr::pivot_longer-4,850735720
100000,utils::stack-0,563290960
100000,tidyr::pivot_longer-0,855485080
100000,tidyr::pivot_longer-0,805151400
100000,data.table::melt-0,119493960
100000,tidyr::gather-4,10611793280
100000,tidyr::pivot_longer-4,879792480
100000,data.table::melt-0,227167880
100000,reshape2::melt-4,10091437200
100000,reshape2::melt-4,9700123440
100000,data.table::melt-0,100918080
100000,nc::capture_melt_single-0,278843800
100000,nc::capture_melt_single-0,312729720
100000,data.table::melt-0,179302920
100000,nc::capture_melt_single-4,311284280
100000,tidyr::gather-4,10782463760
100000,reshape2::melt-4,9741536640
100000,tidyfast::dt_pivot_longer-4,743460800
100000,data.table::melt-4,226961720
100000,nc::capture_melt_single-4,320656040
100000,nc::capture_melt_single-0,274906720
100000,tidyfast::dt_pivot_longer-4,439935840
100000,utils::stack-0,268821200
100000,tidyr::gather-0,1790760800
100000,tidyr::gather-0,2396101800
100000,reshape2::melt-0,749414040
100000,tidyr::pivot_longer-4,902990960
100000,tidyfast::dt_pivot_longer-4,394910200
100000,reshape2::melt-4,10127193280
100000,nc::capture_melt_single-4,311891040
100000,tidyr::gather-0,2329263760
100000,utils::stack-0,373783360
100000,data.table::melt-0,93337920
100000,tidyfast::dt_pivot_longer-4,348286520
100000,data.table::melt-4,276822920
100000,data.table::melt-4,226520400
100000,tidyfast::dt_pivot_longer-4,471877920
100000,utils::stack-0,675372880
100000,tidyr::gather-0,1729524320
100000,tidyr::pivot_longer-4,869996120
100000,tidyr::pivot_longer-0,888463320
100000,tidyr::pivot_longer-0,855275120
100000,tidyfast::dt_pivot_longer-0,154001280
100000,tidyr::gather-0,2237172680
100000,tidyr::gather-0,2332150720
100000,reshape2::melt-0,677814600
100000,data.table::melt-4,307344640
100000,tidyr::gather-4,10806639080
100000,tidyr::pivot_longer-4,885911720
100000,data.table::melt-0,94235120
100000,reshape2::melt-0,1143163960
100000,data.table::melt-4,227469800
100000,nc::capture_melt_single-0,270459840
100000,tidyfast::dt_pivot_longer-0,110343800
100000,nc::capture_melt_single-4,336956720
100000,tidyr::gather-4,10252113360
100000,nc::capture_melt_single-0,315747920
100000,data.table::melt-4,387997640
100000,tidyr::gather-4,10693278800
100000,data.table::melt-0,94421160
100000,tidyfast::dt_pivot_longer-0,109049360
100000,tidyfast::dt_pivot_longer-0,110234280
100000,nc::capture_melt_single-4,318134080
100000,tidyr::gather-4,10256954920
100000,tidyr::gather-0,2354515680
100000,tidyr::pivot_longer-4,771795320
100000,nc::capture_melt_single-4,311627160
100000,tidyr::gather-0,1824411440
100000,reshape2::melt-4,10173982520
100000,tidyr::pivot_longer-4,769518400
100000,tidyr::pivot_longer-0,747958160
100000,utils::stack-0,266454160
100000,tidyr::gather-4,10276584160
100000,utils::stack-0,269476760
100000,reshape2::melt-4,9229540560
100000,tidyr::gather-0,1980939040
100000,tidyfast::dt_pivot_longer-4,344923200
100000,data.table::melt-4,270292080
100000,tidyr::pivot_longer-4,1246557880
100000,utils::stack-0,254854040
100000,tidyr::pivot_longer-4,776229560
100000,reshape2::melt-0,789328400
100000,nc::capture_melt_single-4,310817400
100000,tidyfast::dt_pivot_longer-0,108739520
100000,nc::capture_melt_single-0,319201520
100000,tidyr::pivot_longer-0,1233184200
100000,reshape2::melt-4,9622878840
100000,nc::capture_melt_single-0,270603600
100000,tidyfast::dt_pivot_longer-0,109443360
100000,tidyfast::dt_pivot_longer-0,180356800
100000,tidyfast::dt_pivot_longer-4,345182200
100000,tidyr::gather-4,10215946880
100000,nc::capture_melt_single-4,345500840
100000,nc::capture_melt_single-4,457061360
100000,tidyfast::dt_pivot_longer-0,109776280
100000,tidyr::pivot_longer-0,745925760
100000,reshape2::melt-0,1162295280
100000,data.table::melt-4,227962360
100000,reshape2::melt-4,9770470560
100000,data.table::melt-4,286523360
100000,tidyr::gather-0,1746440120
100000,tidyfast::dt_pivot_longer-4,343225360
100000,tidyr::pivot_longer-0,828463120
100000,nc::capture_melt_single-0,381535320
100000,data.table::melt-0,94029960
100000,reshape2::melt-0,675528040
100000,reshape2::melt-0,706529200
100000,data.table::melt-0,96150240
100000,data.table::melt-0,126413880
100000,reshape2::melt-4,10002231880
100000,reshape2::melt-0,586584800
100000,tidyfast::dt_pivot_longer-4,390509520
100000,tidyr::pivot_longer-4,763989760
100000,tidyr::pivot_longer-0,845511520
100000,tidyfast::dt_pivot_longer-0,113809680
100000,nc::capture_melt_single-4,310124000
100000,nc::capture_melt_single-0,266206440
100000,tidyr::gather-4,10481356040
100000,tidyfast::dt_pivot_longer-4,387357000
