"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"23","time","circle","3","200","1","stats","0.0653680600225925","0.0654188760090619","0.0513330850517377","0.0261699930997565","0.0261196669889614","0.0261129809077829","0.026097838068381","0.02609257993754","0.0261750629870221","0.0261150610167533"
"24","time","circle","4","200","1","stats","0.0313561458606273","0.0313735810341313","0.0313584009418264","0.0313699819380417","0.031330800964497","0.0316833119140938","0.0314351199194789","0.0312884859740734","0.0313105910317972","0.0312893779482692"
"25","time","circle","2","225","1","stats","0.115374287008308","0.116897130967118","0.117383667966351","0.117247369023971","0.118026399984956","0.123468200094067","0.118178969947621","0.115714708110318","0.115778596024029","0.115424568066373"
"26","time","circle","3","225","1","stats","0.0346019589342177","0.0345224100165069","0.0344583130208775","0.0344883060315624","0.0345330861164257","0.0344464121153578","0.0345161979785189","0.0345708359964192","0.0345537969842553","0.034613475902006"
"27","time","circle","4","225","1","stats","0.0393190620234236","0.0393049470148981","0.0393024989170954","0.0393852408742532","0.0393289879430085","0.0393507468979806","0.0394368609413505","0.0393085068790242","0.0393820619210601","0.0393259569536895"
"28","time","circle","2","250","1","stats","0.16574883996509","0.165213027969003","0.165498175076209","0.166649759979919","0.166437929030508","0.166646740981378","0.166874935035594","0.166817546938546","0.166432727011852","0.166061722906306"
"29","time","circle","3","250","1","stats","0.0423587609548122","0.0420516129815951","0.0421344509813935","0.0422033560462296","0.042285816045478","0.042696182965301","0.0426773939980194","0.042831035098061","0.0425274210283533","0.0424982239492238"
"30","time","circle","4","250","1","stats","0.0557034949306399","0.0556195901008323","0.0556083510164171","0.0556046640267596","0.0556223960593343","0.0555615409975871","0.0560750639997423","0.0557814610656351","0.055506173055619","0.0555773879168555"
"31","time","circle","2","275","1","stats","0.261577058001421","0.262139567057602","0.262893325998448","0.262345721945167","0.261239811079577","0.260737445089035","0.258174479007721","0.25768064300064","0.257587557076477","0.257150349905714"
"32","time","circle","3","275","1","stats","0.0525216050446033","0.0525597840314731","0.052702615968883","0.0526096780085936","0.0526073740329593","0.0526060190750286","0.052564364974387","0.0525321150198579","0.0525613789213821","0.0530734290368855"
"33","time","circle","4","275","1","stats","0.0643215840682387","0.0643014630768448","0.0642719760071486","0.0645459410734475","0.0647314679808915","0.0644250940531492","0.0644406619248912","0.0646631029667333","0.0644963800441474","0.0643922729650512"
"34","time","circle","2","300","1","stats","0.350047507905401","0.354368056054227","0.360200065071695","0.361513688927516","0.361344547942281","0.361000195029192","0.363573617069051","0.361667164019309","0.362662781961262","0.362673701019958"
"35","time","circle","3","300","1","stats","0.0635345199843869","0.0637885780306533","0.0635111840674654","0.0632693810621276","0.0633352861041203","0.0632871820125729","0.0633435930358246","0.0639634280232713","0.0638738820562139","0.0640084390761331"
"36","time","circle","4","300","1","stats","0.0906165610067546","0.090980576002039","0.090451049967669","0.0903308319393545","0.0908977019134909","0.0904768139589578","0.089320583967492","0.0901048060040921","0.0894222059287131","0.0892627439461648"
"37","time","circle","2","325","1","stats","0.426338293007575","0.429321151925251","0.432645482942462","0.429250024841167","0.430802664952353","0.43132394796703","0.426133102038875","0.436083427863196","0.424673237954266","0.426522606983781"
"38","time","circle","3","325","1","stats","0.0731039379024878","0.0729045890038833","0.0735655369935557","0.0728788459673524","0.0728257360169664","0.0726320609683171","0.0736544199753553","0.0739736329996958","0.0728050540201366","0.0726573569700122"
