"","collocate_length","distance"
"1",2,220.828342167824
"2",3,47.7013434951746
"3",4,23.3322349460141
"4",5,5.24083698527689
"5",6,2.66484049371755
"6",7,2.54479753186596
"7",8,2.33280475398107
"8",9,2.30566101421841
"9",10,1.97570092076477
"10",11,1.68779757651483
"11",12,1.53856569879211
"12",13,1.28578421419681
"13",14,0.977529292736235
"14",15,1.23857624922789
"15",16,0.959957500678159
"16",17,1.19650928946561
"17",18,1.08657371172203
"18",19,1.10665382867566
"19",20,0.9939871160684
